,round_1,round_2,round_3
variant_823,2.0,0.0,0.0
variant_824,11.0,0.0,0.0
variant_825,5.0,8.0,1.0
variant_826,12.0,33.0,4.0
variant_827,6.0,4.0,1.0
variant_828,4.0,0.0,0.0
variant_829,2.0,9.0,2.0
variant_830,1.0,0.0,0.0
variant_831,1.0,0.0,0.0
variant_832,17.0,1.0,0.0
variant_833,1.0,0.0,0.0
variant_834,4.0,0.0,0.0
variant_835,1.0,0.0,0.0
variant_836,3.0,8.0,0.0
variant_837,3.0,0.0,0.0
variant_838,9.0,19.0,7.0
variant_839,1.0,0.0,0.0
variant_840,8.0,6.0,1.0
variant_841,6.0,6.0,0.0
variant_842,3.0,0.0,0.0
variant_843,1.0,1.0,0.0
variant_844,4.0,3.0,0.0
variant_845,5.0,0.0,0.0
variant_846,5.0,6.0,1.0
variant_847,8.0,3.0,0.0
variant_848,1.0,0.0,0.0
variant_849,1.0,0.0,0.0
variant_850,1.0,0.0,0.0
variant_851,10.0,15.0,4.0
variant_852,9.0,4.0,1.0
variant_853,1.0,1.0,0.0
variant_854,1.0,0.0,0.0
variant_855,2.0,3.0,1.0
variant_856,1.0,0.0,0.0
variant_857,5.0,0.0,0.0
variant_858,9.0,9.0,1.0
variant_859,2.0,0.0,0.0
variant_860,1.0,0.0,0.0
variant_861,4.0,0.0,0.0
variant_862,1.0,0.0,0.0
variant_863,3.0,1.0,3.0
variant_864,6.0,0.0,0.0
variant_865,4.0,0.0,1.0
variant_866,1.0,0.0,0.0
variant_867,2.0,0.0,0.0
variant_868,1.0,0.0,0.0
variant_869,16.0,4.0,0.0
variant_870,8.0,4.0,0.0
variant_871,1.0,0.0,0.0
variant_872,6.0,19.0,6.0
variant_873,1.0,0.0,0.0
variant_874,1.0,0.0,0.0
variant_875,1.0,0.0,0.0
variant_876,7.0,2.0,0.0
variant_877,4.0,0.0,0.0
variant_878,15.0,0.0,0.0
variant_879,25.0,27.0,4.0
variant_880,2.0,0.0,0.0
variant_881,1.0,0.0,0.0
variant_882,10.0,0.0,0.0
variant_883,6.0,0.0,0.0
variant_884,3.0,3.0,1.0
variant_885,20.0,29.0,13.0
variant_886,4.0,13.0,2.0
variant_887,4.0,0.0,0.0
variant_888,1.0,0.0,0.0
variant_889,4.0,5.0,0.0
variant_890,1.0,0.0,0.0
variant_891,3.0,2.0,0.0
variant_892,11.0,0.0,0.0
variant_893,9.0,10.0,3.0
variant_894,1.0,0.0,0.0
variant_895,3.0,0.0,0.0
variant_896,1.0,0.0,0.0
variant_897,8.0,10.0,1.0
variant_898,11.0,4.0,2.0
variant_899,2.0,1.0,0.0
variant_900,5.0,0.0,0.0
variant_901,9.0,8.0,0.0
variant_902,7.0,1.0,0.0
variant_903,5.0,0.0,0.0
variant_904,7.0,5.0,2.0
variant_905,4.0,0.0,0.0
variant_906,2.0,4.0,6.0
variant_907,11.0,5.0,0.0
variant_908,9.0,0.0,0.0
variant_909,7.0,4.0,1.0
variant_910,1.0,0.0,0.0
variant_911,1.0,3.0,0.0
variant_912,6.0,0.0,0.0
variant_913,8.0,5.0,0.0
variant_914,3.0,5.0,0.0
variant_915,4.0,0.0,0.0
variant_916,11.0,0.0,0.0
variant_917,3.0,17.0,8.0
variant_918,1.0,0.0,0.0
variant_919,18.0,1.0,0.0
variant_920,1.0,0.0,0.0
variant_921,5.0,0.0,1.0
variant_922,6.0,3.0,0.0
variant_923,3.0,3.0,0.0
variant_924,4.0,0.0,0.0
variant_925,1.0,0.0,0.0
variant_926,2.0,0.0,0.0
variant_927,5.0,1.0,0.0
variant_928,4.0,0.0,0.0
variant_929,3.0,0.0,0.0
variant_930,23.0,0.0,2.0
variant_931,7.0,1.0,0.0
variant_932,2.0,7.0,0.0
variant_933,2.0,2.0,0.0
variant_934,9.0,0.0,0.0
variant_935,11.0,7.0,2.0
variant_936,2.0,0.0,0.0
variant_937,4.0,7.0,1.0
variant_938,13.0,5.0,0.0
variant_939,8.0,7.0,1.0
variant_940,9.0,0.0,0.0
variant_941,6.0,0.0,0.0
variant_942,7.0,9.0,1.0
variant_943,5.0,0.0,0.0
variant_944,1.0,0.0,0.0
variant_945,1.0,0.0,0.0
variant_946,5.0,0.0,0.0
variant_947,3.0,0.0,0.0
variant_948,1.0,0.0,0.0
variant_949,5.0,0.0,0.0
variant_950,1.0,0.0,0.0
variant_951,4.0,0.0,0.0
variant_952,9.0,27.0,5.0
variant_953,1.0,0.0,0.0
variant_954,3.0,2.0,0.0
variant_955,7.0,9.0,0.0
variant_956,5.0,0.0,0.0
variant_957,1.0,0.0,0.0
variant_958,2.0,0.0,0.0
variant_959,5.0,0.0,0.0
variant_960,6.0,5.0,0.0
variant_961,1.0,2.0,0.0
variant_962,4.0,0.0,0.0
variant_963,1.0,0.0,0.0
variant_964,1.0,0.0,0.0
variant_965,8.0,0.0,0.0
variant_966,10.0,0.0,0.0
variant_967,1.0,0.0,0.0
variant_968,8.0,3.0,0.0
variant_969,9.0,0.0,0.0
variant_970,1.0,0.0,0.0
variant_971,1.0,0.0,0.0
variant_972,17.0,26.0,10.0
variant_973,2.0,0.0,0.0
variant_974,1.0,1.0,0.0
variant_975,1.0,0.0,0.0
variant_976,5.0,0.0,0.0
variant_977,6.0,2.0,2.0
variant_978,2.0,5.0,1.0
variant_979,5.0,7.0,3.0
variant_980,7.0,5.0,0.0
variant_981,8.0,0.0,0.0
variant_982,1.0,0.0,0.0
variant_983,1.0,0.0,0.0
variant_984,4.0,0.0,0.0
variant_985,5.0,1.0,0.0
variant_986,6.0,0.0,0.0
variant_987,6.0,33.0,14.0
variant_988,4.0,0.0,0.0
variant_989,7.0,10.0,2.0
variant_990,5.0,0.0,0.0
variant_991,1.0,0.0,0.0
variant_992,18.0,56.0,5.0
variant_993,1.0,0.0,0.0
variant_994,3.0,0.0,0.0
variant_995,1.0,0.0,0.0
variant_996,7.0,0.0,0.0
variant_997,1.0,0.0,0.0
variant_998,1.0,0.0,0.0
variant_999,8.0,2.0,0.0
variant_1000,2.0,1.0,8.0
variant_1001,8.0,0.0,0.0
variant_1002,76.0,105.0,14.0
variant_1003,6.0,15.0,2.0
variant_1004,12.0,1.0,0.0
variant_1005,1.0,0.0,0.0
variant_1006,4.0,0.0,0.0
variant_1007,9.0,0.0,0.0
variant_1008,1.0,0.0,0.0
variant_1009,3.0,0.0,0.0
variant_1010,11.0,0.0,0.0
variant_1011,19.0,27.0,7.0
variant_1012,1.0,0.0,1.0
variant_1013,5.0,0.0,0.0
variant_1014,9.0,19.0,0.0
variant_1015,3.0,3.0,0.0
variant_1016,10.0,0.0,0.0
variant_1017,13.0,0.0,0.0
variant_1018,76.0,23.0,4.0
variant_1019,12.0,1.0,0.0
variant_1020,5.0,2.0,0.0
variant_1021,7.0,20.0,1.0
variant_1022,7.0,0.0,0.0
variant_1023,11.0,14.0,2.0
variant_1024,3.0,0.0,0.0
variant_1025,6.0,0.0,0.0
variant_1026,1.0,0.0,0.0
variant_1027,1.0,0.0,0.0
variant_1028,7.0,11.0,2.0
variant_1029,7.0,1.0,1.0
variant_1030,2.0,0.0,0.0
variant_1031,1.0,2.0,1.0
variant_1032,6.0,6.0,4.0
variant_1033,1.0,1.0,0.0
variant_1034,2.0,2.0,0.0
variant_1035,1.0,0.0,0.0
variant_1036,1.0,0.0,0.0
variant_1037,1.0,0.0,0.0
variant_1038,14.0,0.0,0.0
variant_1039,4.0,6.0,0.0
variant_1040,5.0,0.0,0.0
variant_1041,12.0,82.0,165.0
variant_1042,1.0,0.0,0.0
variant_1043,6.0,0.0,0.0
variant_1044,3.0,12.0,5.0
variant_1045,1.0,0.0,0.0
variant_1046,10.0,8.0,3.0
variant_1047,3.0,0.0,0.0
variant_1048,7.0,0.0,0.0
variant_1049,6.0,7.0,1.0
variant_1050,1.0,0.0,0.0
variant_1051,1.0,0.0,0.0
variant_1052,4.0,1.0,0.0
variant_1053,13.0,3.0,0.0
variant_1054,11.0,0.0,0.0
variant_1055,6.0,0.0,0.0
variant_1056,1.0,0.0,0.0
variant_1057,2.0,0.0,0.0
variant_1058,1.0,0.0,0.0
variant_1059,8.0,2.0,0.0
variant_1060,6.0,1.0,0.0
variant_1061,4.0,0.0,0.0
variant_1062,8.0,4.0,0.0
variant_1063,14.0,0.0,0.0
variant_1064,12.0,2.0,0.0
variant_1065,16.0,6.0,0.0
variant_1066,1.0,0.0,0.0
variant_1067,1.0,0.0,0.0
variant_1068,2.0,2.0,3.0
variant_1069,3.0,0.0,0.0
variant_1070,1.0,0.0,0.0
variant_1071,21.0,4.0,1.0
variant_1072,6.0,0.0,0.0
variant_1073,3.0,1.0,0.0
variant_1074,2.0,0.0,0.0
variant_1075,1.0,0.0,0.0
variant_1076,9.0,0.0,0.0
variant_1077,1.0,0.0,0.0
variant_1078,1.0,0.0,0.0
variant_1079,2.0,6.0,0.0
variant_1080,7.0,0.0,0.0
variant_1081,13.0,0.0,0.0
variant_1082,9.0,15.0,0.0
variant_1083,2.0,0.0,0.0
variant_1084,1.0,0.0,0.0
variant_1085,4.0,6.0,0.0
variant_1086,4.0,31.0,17.0
variant_1087,1.0,0.0,0.0
variant_1088,1.0,0.0,0.0
variant_1089,1.0,0.0,0.0
variant_1090,7.0,0.0,0.0
variant_1091,6.0,7.0,2.0
variant_1092,13.0,18.0,19.0
variant_1093,1.0,0.0,0.0
variant_1094,1.0,0.0,0.0
variant_1095,11.0,11.0,3.0
variant_1096,2.0,1.0,0.0
variant_1097,5.0,0.0,0.0
variant_1098,2.0,6.0,1.0
variant_1099,2.0,0.0,0.0
variant_1100,1.0,2.0,0.0
variant_1101,6.0,13.0,3.0
variant_1102,2.0,1.0,0.0
variant_1103,1.0,0.0,0.0
variant_1104,1.0,0.0,0.0
variant_1105,310.0,135.0,6.0
variant_1106,1.0,0.0,0.0
variant_1107,4.0,0.0,0.0
variant_1108,3.0,4.0,0.0
variant_1109,1.0,0.0,0.0
variant_1110,1.0,0.0,0.0
variant_1111,13.0,26.0,5.0
variant_1112,3.0,14.0,8.0
variant_1113,10.0,5.0,0.0
variant_1114,21.0,60.0,14.0
variant_1115,1.0,0.0,0.0
variant_1116,8.0,2.0,0.0
variant_1117,1.0,0.0,0.0
variant_1118,4.0,20.0,3.0
variant_1119,5.0,0.0,0.0
variant_1120,6.0,7.0,0.0
variant_1121,3.0,0.0,0.0
variant_1122,29.0,6.0,2.0
variant_1123,14.0,7.0,5.0
variant_1124,1.0,0.0,0.0
variant_1125,1.0,1.0,0.0
variant_1126,4.0,14.0,6.0
variant_1127,1.0,0.0,0.0
variant_1128,4.0,3.0,0.0
variant_1129,10.0,4.0,6.0
variant_1130,4.0,0.0,0.0
variant_1131,1.0,16.0,0.0
variant_1132,9.0,5.0,1.0
variant_1133,5.0,39.0,12.0
variant_1134,1.0,0.0,0.0
variant_1135,1.0,0.0,1.0
variant_1136,1.0,0.0,0.0
variant_1137,3.0,0.0,0.0
variant_1138,16.0,6.0,2.0
variant_1139,9.0,7.0,1.0
variant_1140,6.0,8.0,3.0
variant_1141,1.0,0.0,0.0
variant_1142,1.0,0.0,0.0
variant_1143,2.0,7.0,2.0
variant_1144,1.0,0.0,0.0
variant_1145,8.0,11.0,7.0
variant_1146,3.0,0.0,0.0
variant_1147,6.0,3.0,0.0
variant_1148,5.0,0.0,0.0
variant_1149,6.0,6.0,0.0
variant_1150,4.0,0.0,0.0
variant_1151,1.0,0.0,0.0
variant_1152,1.0,0.0,0.0
variant_1153,5.0,0.0,0.0
variant_1154,1.0,0.0,0.0
variant_1155,2.0,2.0,0.0
variant_1156,3.0,0.0,0.0
variant_1157,6.0,0.0,0.0
variant_1158,1.0,6.0,9.0
variant_1159,5.0,0.0,0.0
variant_1160,19.0,0.0,0.0
variant_1161,1.0,0.0,0.0
variant_1162,1.0,0.0,0.0
variant_1163,1.0,0.0,0.0
variant_1164,1.0,0.0,0.0
variant_1165,1.0,11.0,1.0
variant_1166,12.0,11.0,7.0
variant_1167,8.0,5.0,1.0
variant_1168,6.0,30.0,1.0
variant_1169,6.0,0.0,0.0
variant_1170,9.0,21.0,15.0
variant_1171,7.0,7.0,0.0
variant_1172,24.0,48.0,34.0
variant_1173,1.0,0.0,0.0
variant_1174,2.0,0.0,0.0
variant_1175,1.0,0.0,0.0
variant_1176,18.0,13.0,6.0
variant_1177,1.0,0.0,0.0
variant_1178,15.0,2.0,1.0
variant_1179,13.0,7.0,20.0
variant_1180,10.0,8.0,0.0
variant_1181,6.0,9.0,2.0
variant_1182,1.0,0.0,0.0
variant_1183,3.0,0.0,0.0
variant_1184,1.0,0.0,0.0
variant_1185,1.0,0.0,0.0
variant_1186,3.0,0.0,0.0
variant_1187,1.0,0.0,0.0
variant_1188,1.0,0.0,0.0
variant_1189,8.0,5.0,0.0
variant_1190,3.0,2.0,0.0
variant_1191,8.0,28.0,1.0
variant_1192,4.0,0.0,0.0
variant_1193,7.0,0.0,0.0
variant_1194,7.0,4.0,0.0
variant_1195,9.0,2.0,0.0
variant_1196,13.0,0.0,0.0
variant_1197,11.0,4.0,1.0
variant_1198,8.0,0.0,0.0
variant_1199,7.0,12.0,5.0
variant_1200,1.0,5.0,0.0
variant_1201,1.0,0.0,0.0
variant_1202,1.0,0.0,0.0
variant_1203,7.0,0.0,0.0
variant_1204,1.0,0.0,0.0
variant_1205,1.0,0.0,0.0
variant_1206,7.0,5.0,0.0
variant_1207,1.0,0.0,0.0
variant_1208,10.0,0.0,0.0
variant_1209,7.0,2.0,0.0
variant_1210,1.0,0.0,0.0
variant_1211,13.0,14.0,1.0
variant_1212,11.0,3.0,1.0
variant_1213,6.0,37.0,23.0
variant_1214,1.0,3.0,0.0
variant_1215,1.0,0.0,0.0
variant_1216,6.0,20.0,9.0
variant_1217,1.0,0.0,0.0
variant_1218,4.0,0.0,0.0
variant_1219,4.0,0.0,0.0
variant_1220,29.0,24.0,8.0
variant_1221,1.0,0.0,0.0
variant_1222,6.0,7.0,3.0
variant_1223,3.0,0.0,0.0
variant_1224,5.0,3.0,1.0
variant_1225,7.0,0.0,0.0
variant_1226,7.0,3.0,0.0
variant_1227,1.0,0.0,0.0
variant_1228,6.0,9.0,3.0
variant_1229,10.0,18.0,2.0
variant_1230,9.0,0.0,0.0
variant_1231,3.0,4.0,7.0
variant_1232,1.0,0.0,0.0
variant_1233,14.0,6.0,0.0
variant_1234,8.0,0.0,0.0
variant_1235,16.0,0.0,0.0
variant_1236,1.0,0.0,0.0
variant_1237,12.0,19.0,4.0
variant_1238,5.0,1.0,0.0
variant_1239,1.0,0.0,0.0
variant_1240,11.0,3.0,2.0
variant_1241,18.0,12.0,0.0
variant_1242,3.0,6.0,0.0
variant_1243,2.0,0.0,0.0
variant_1244,3.0,0.0,0.0
variant_1245,1.0,0.0,0.0
variant_1246,2.0,5.0,0.0
variant_1247,3.0,0.0,0.0
variant_1248,1.0,0.0,0.0
variant_1249,6.0,0.0,0.0
variant_1250,8.0,5.0,0.0
variant_1251,1.0,0.0,0.0
variant_1252,3.0,1.0,0.0
variant_1253,7.0,0.0,0.0
variant_1254,10.0,0.0,0.0
variant_1255,10.0,1.0,0.0
variant_1256,4.0,12.0,2.0
variant_1257,9.0,1.0,1.0
variant_1258,3.0,4.0,0.0
variant_1259,1.0,0.0,0.0
variant_1260,14.0,9.0,0.0
variant_1261,3.0,0.0,0.0
variant_1262,13.0,12.0,0.0
variant_1263,2.0,0.0,0.0
variant_1264,1.0,0.0,0.0
variant_1265,1.0,0.0,0.0
variant_1266,5.0,2.0,0.0
variant_1267,1.0,8.0,0.0
variant_1268,9.0,3.0,0.0
variant_1269,7.0,0.0,0.0
variant_1270,1.0,1.0,0.0
variant_1271,1.0,0.0,0.0
variant_1272,6.0,0.0,0.0
variant_1273,1.0,0.0,0.0
variant_1274,1.0,0.0,0.0
variant_1275,1.0,0.0,0.0
variant_1276,1.0,0.0,0.0
variant_1277,3.0,8.0,0.0
variant_1278,6.0,13.0,1.0
variant_1279,1.0,0.0,0.0
variant_1280,9.0,1.0,0.0
variant_1281,5.0,5.0,0.0
variant_1282,3.0,5.0,0.0
variant_1283,2.0,0.0,0.0
variant_1284,2.0,5.0,9.0
variant_1285,1.0,0.0,0.0
variant_1286,11.0,0.0,0.0
variant_1287,1.0,0.0,0.0
variant_1288,12.0,8.0,2.0
variant_1289,1.0,0.0,0.0
variant_1290,1.0,0.0,0.0
variant_1291,1.0,0.0,0.0
variant_1292,12.0,1.0,0.0
variant_1293,1.0,1.0,0.0
variant_1294,1.0,0.0,0.0
variant_1295,5.0,0.0,0.0
variant_1296,13.0,0.0,0.0
variant_1297,6.0,1.0,0.0
variant_1298,6.0,0.0,0.0
variant_1299,4.0,0.0,0.0
variant_1300,1.0,0.0,0.0
variant_1301,12.0,10.0,4.0
variant_1302,8.0,3.0,0.0
variant_1303,5.0,3.0,0.0
variant_1304,12.0,0.0,0.0
variant_1305,3.0,8.0,0.0
variant_1306,4.0,4.0,0.0
variant_1307,6.0,1.0,0.0
variant_1308,1.0,0.0,0.0
variant_1309,5.0,11.0,0.0
variant_1310,3.0,24.0,2.0
variant_1311,7.0,1.0,0.0
variant_1312,11.0,3.0,0.0
variant_1313,13.0,14.0,4.0
variant_1314,1.0,0.0,0.0
variant_1315,2.0,0.0,0.0
variant_1316,1.0,0.0,0.0
variant_1317,2.0,11.0,0.0
variant_1318,5.0,0.0,0.0
variant_1319,9.0,0.0,0.0
variant_1320,5.0,2.0,0.0
variant_1321,1.0,0.0,0.0
variant_1322,5.0,0.0,0.0
variant_1323,1.0,0.0,0.0
variant_1324,5.0,0.0,0.0
variant_1325,1.0,0.0,0.0
variant_1326,1.0,0.0,0.0
variant_1327,11.0,14.0,1.0
variant_1328,4.0,0.0,0.0
variant_1329,12.0,0.0,0.0
variant_1330,9.0,2.0,0.0
variant_1331,2.0,0.0,1.0
variant_1332,16.0,0.0,0.0
variant_1333,10.0,3.0,0.0
variant_1334,2.0,2.0,0.0
variant_1335,15.0,10.0,1.0
variant_1336,4.0,13.0,2.0
variant_1337,5.0,7.0,3.0
variant_1338,1.0,1.0,0.0
variant_1339,1.0,0.0,0.0
variant_1340,7.0,2.0,0.0
variant_1341,1.0,2.0,0.0
variant_1342,13.0,1.0,0.0
variant_1343,8.0,10.0,1.0
variant_1344,10.0,0.0,0.0
variant_1345,5.0,0.0,0.0
variant_1346,10.0,3.0,0.0
variant_1347,9.0,0.0,0.0
variant_1348,1.0,0.0,0.0
variant_1349,10.0,24.0,5.0
variant_1350,15.0,0.0,0.0
variant_1351,1.0,0.0,0.0
variant_1352,2.0,61.0,106.0
variant_1353,6.0,15.0,6.0
variant_1354,15.0,0.0,0.0
variant_1355,10.0,0.0,0.0
variant_1356,12.0,5.0,0.0
variant_1357,2.0,0.0,0.0
variant_1358,4.0,46.0,34.0
variant_1359,1.0,0.0,0.0
variant_1360,8.0,0.0,0.0
variant_1361,14.0,29.0,8.0
variant_1362,9.0,3.0,0.0
variant_1363,6.0,1.0,1.0
variant_1364,1.0,0.0,0.0
variant_1365,1.0,0.0,0.0
variant_1366,9.0,7.0,0.0
variant_1367,10.0,8.0,4.0
variant_1368,6.0,7.0,1.0
variant_1369,9.0,0.0,0.0
variant_1370,1.0,0.0,0.0
variant_1371,1.0,0.0,0.0
variant_1372,1.0,0.0,0.0
variant_1373,2.0,0.0,0.0
variant_1374,13.0,1.0,0.0
variant_1375,11.0,4.0,0.0
variant_1376,8.0,14.0,4.0
variant_1377,3.0,0.0,0.0
variant_1378,1.0,0.0,0.0
variant_1379,3.0,13.0,3.0
variant_1380,8.0,10.0,3.0
variant_1381,1.0,0.0,0.0
variant_1382,9.0,0.0,0.0
variant_1383,7.0,0.0,0.0
variant_1384,5.0,4.0,0.0
variant_1385,19.0,31.0,4.0
variant_1386,9.0,7.0,2.0
variant_1387,4.0,11.0,3.0
variant_1388,4.0,0.0,0.0
variant_1389,1.0,0.0,0.0
variant_1390,1.0,0.0,0.0
variant_1391,2.0,0.0,0.0
variant_1392,3.0,2.0,0.0
variant_1393,6.0,4.0,1.0
variant_1394,2.0,0.0,0.0
variant_1395,3.0,12.0,4.0
variant_1396,6.0,1.0,0.0
variant_1397,2.0,3.0,0.0
variant_1398,1.0,0.0,0.0
variant_1399,2.0,4.0,1.0
variant_1400,1.0,0.0,0.0
variant_1401,21.0,2.0,0.0
variant_1402,10.0,2.0,0.0
variant_1403,1.0,0.0,0.0
variant_1404,6.0,0.0,0.0
variant_1405,9.0,0.0,0.0
variant_1406,13.0,15.0,2.0
variant_1407,3.0,5.0,0.0
variant_1408,5.0,3.0,0.0
variant_1409,1.0,0.0,0.0
variant_1410,8.0,0.0,0.0
variant_1411,2.0,0.0,0.0
variant_1412,6.0,2.0,0.0
variant_1413,3.0,0.0,0.0
variant_1414,8.0,0.0,0.0
variant_1415,4.0,12.0,6.0
variant_1416,3.0,14.0,6.0
variant_1417,1.0,0.0,0.0
variant_1418,1.0,0.0,0.0
variant_1419,7.0,2.0,0.0
variant_1420,5.0,13.0,3.0
variant_1421,23.0,13.0,4.0
variant_1422,5.0,1.0,0.0
variant_1423,1.0,0.0,0.0
variant_1424,11.0,0.0,0.0
variant_1425,8.0,0.0,0.0
variant_1426,11.0,11.0,1.0
variant_1427,11.0,44.0,17.0
variant_1428,9.0,5.0,3.0
variant_1429,15.0,0.0,0.0
variant_1430,1.0,0.0,0.0
variant_1431,9.0,2.0,0.0
variant_1432,4.0,12.0,2.0
variant_1433,6.0,8.0,3.0
variant_1434,5.0,2.0,0.0
variant_1435,5.0,4.0,0.0
variant_1436,9.0,14.0,0.0
variant_1437,8.0,1.0,0.0
variant_1438,1.0,0.0,0.0
variant_1439,4.0,1.0,0.0
variant_1440,5.0,3.0,0.0
variant_1441,1.0,0.0,0.0
variant_1442,5.0,2.0,0.0
variant_1443,13.0,0.0,0.0
variant_1444,8.0,4.0,0.0
variant_1445,1.0,0.0,0.0
variant_1446,11.0,15.0,0.0
variant_1447,1.0,1.0,0.0
variant_1448,2.0,11.0,1.0
variant_1449,1.0,0.0,0.0
variant_1450,9.0,13.0,0.0
variant_1451,16.0,1.0,0.0
variant_1452,2.0,0.0,0.0
variant_1453,10.0,3.0,2.0
variant_1454,11.0,0.0,0.0
variant_1455,2.0,0.0,0.0
variant_1456,1.0,0.0,0.0
variant_1457,1.0,0.0,0.0
variant_1458,8.0,20.0,2.0
variant_1459,5.0,0.0,0.0
variant_1460,5.0,12.0,1.0
variant_1461,5.0,16.0,1.0
variant_1462,2.0,0.0,0.0
variant_1463,13.0,10.0,0.0
variant_1464,15.0,8.0,2.0
variant_1465,1.0,0.0,0.0
variant_1466,2.0,0.0,0.0
variant_1467,1.0,0.0,0.0
variant_1468,7.0,13.0,2.0
variant_1469,11.0,24.0,0.0
variant_1470,4.0,17.0,0.0
variant_1471,1.0,0.0,0.0
variant_1472,14.0,13.0,6.0
variant_1473,1.0,0.0,0.0
variant_1474,1.0,0.0,0.0
variant_1475,5.0,15.0,0.0
variant_1476,5.0,23.0,7.0
variant_1477,1.0,0.0,0.0
variant_1478,3.0,0.0,0.0
variant_1479,1.0,0.0,0.0
variant_1480,13.0,13.0,0.0
variant_1481,5.0,16.0,8.0
variant_1482,1.0,0.0,0.0
variant_1483,4.0,0.0,0.0
variant_1484,1.0,0.0,0.0
variant_1485,8.0,0.0,0.0
variant_1486,1.0,0.0,0.0
variant_1487,3.0,0.0,0.0
variant_1488,5.0,3.0,0.0
variant_1489,5.0,4.0,0.0
variant_1490,23.0,10.0,0.0
variant_1491,6.0,0.0,0.0
variant_1492,1.0,0.0,0.0
variant_1493,8.0,6.0,3.0
variant_1494,1.0,0.0,0.0
variant_1495,1.0,1.0,0.0
variant_1496,3.0,0.0,0.0
variant_1497,1.0,0.0,0.0
variant_1498,2.0,0.0,0.0
variant_1499,1.0,0.0,0.0
variant_1500,1.0,0.0,0.0
variant_1501,4.0,0.0,0.0
variant_1502,7.0,1.0,0.0
variant_1503,1.0,1.0,0.0
variant_1504,11.0,0.0,0.0
variant_1505,3.0,18.0,17.0
variant_1506,1.0,0.0,0.0
variant_1507,1.0,0.0,0.0
variant_1508,4.0,0.0,0.0
variant_1509,7.0,2.0,0.0
variant_1510,7.0,0.0,0.0
variant_1511,1.0,0.0,0.0
variant_1512,6.0,0.0,0.0
variant_1513,9.0,7.0,0.0
variant_1514,3.0,0.0,0.0
variant_1515,1.0,0.0,0.0
variant_1516,3.0,6.0,1.0
variant_1517,5.0,6.0,2.0
variant_1518,8.0,16.0,6.0
variant_1519,7.0,0.0,0.0
variant_1520,4.0,9.0,7.0
variant_1521,1.0,0.0,0.0
variant_1522,3.0,0.0,0.0
variant_1523,1.0,0.0,0.0
variant_1524,2.0,0.0,0.0
variant_1525,1.0,0.0,0.0
variant_1526,5.0,7.0,0.0
variant_1527,2.0,0.0,0.0
variant_1528,9.0,6.0,0.0
variant_1529,21.0,1.0,1.0
variant_1530,1.0,0.0,0.0
variant_1531,4.0,5.0,3.0
variant_1532,5.0,3.0,0.0
variant_1533,3.0,6.0,1.0
variant_1534,18.0,18.0,8.0
variant_1535,1.0,0.0,0.0
variant_1536,5.0,0.0,0.0
variant_1537,1.0,0.0,0.0
variant_1538,6.0,6.0,0.0
variant_1539,3.0,0.0,0.0
variant_1540,1.0,0.0,0.0
variant_1541,8.0,0.0,0.0
variant_1542,1.0,0.0,0.0
variant_1543,8.0,30.0,13.0
variant_1544,6.0,1.0,0.0
variant_1545,9.0,3.0,0.0
variant_1546,1.0,0.0,0.0
variant_1547,11.0,1.0,0.0
variant_1548,1.0,0.0,0.0
variant_1549,6.0,0.0,0.0
variant_1550,4.0,0.0,0.0
variant_1551,2.0,0.0,0.0
variant_1552,1.0,0.0,0.0
variant_1553,5.0,2.0,0.0
variant_1554,6.0,2.0,1.0
variant_1555,1.0,2.0,0.0
variant_1556,1.0,0.0,0.0
variant_1557,10.0,9.0,0.0
variant_1558,12.0,1.0,0.0
variant_1559,1.0,0.0,1.0
variant_1560,4.0,18.0,3.0
variant_1561,3.0,10.0,0.0
variant_1562,2.0,0.0,0.0
variant_1563,5.0,2.0,0.0
variant_1564,4.0,0.0,0.0
variant_1565,7.0,0.0,0.0
variant_1566,11.0,40.0,14.0
variant_1567,1.0,0.0,0.0
variant_1568,6.0,0.0,0.0
variant_1569,1.0,0.0,0.0
variant_1570,5.0,45.0,6.0
variant_1571,1.0,0.0,0.0
variant_1572,2.0,0.0,0.0
variant_1573,33.0,4.0,0.0
variant_1574,5.0,0.0,0.0
variant_1575,14.0,14.0,0.0
variant_1576,1.0,0.0,0.0
variant_1577,3.0,0.0,0.0
variant_1578,6.0,12.0,2.0
variant_1579,1.0,0.0,0.0
variant_1580,1.0,0.0,0.0
variant_1581,1.0,0.0,0.0
variant_1582,4.0,1.0,0.0
variant_1583,7.0,1.0,0.0
variant_1584,13.0,27.0,0.0
variant_1585,1.0,0.0,0.0
variant_1586,1.0,1.0,0.0
variant_1587,15.0,27.0,12.0
variant_1588,3.0,0.0,0.0
variant_1589,2.0,1.0,0.0
variant_1590,9.0,1.0,0.0
variant_1591,5.0,10.0,1.0
variant_1592,1.0,0.0,0.0
variant_1593,11.0,1.0,0.0
variant_1594,9.0,23.0,0.0
variant_1595,8.0,2.0,2.0
variant_1596,9.0,0.0,0.0
variant_1597,5.0,0.0,1.0
variant_1598,19.0,0.0,0.0
variant_1599,3.0,13.0,2.0
variant_1600,19.0,3.0,0.0
variant_1601,1.0,0.0,0.0
variant_1602,5.0,0.0,0.0
variant_1603,1.0,0.0,0.0
variant_1604,6.0,6.0,0.0
variant_1605,4.0,9.0,1.0
variant_1606,6.0,4.0,0.0
variant_1607,3.0,8.0,2.0
variant_1608,4.0,0.0,0.0
