,c_0,c_1,c_2,c_3,c_4,c_5
variant_477,53.0,0.0,0.0,0.0,0.0,0.0
variant_478,5249.0,1333.0,863.0,1826.0,2286.0,1234.0
variant_479,3560.0,1096.0,843.0,2289.0,3523.0,1864.0
variant_480,154.0,4.0,0.0,0.0,0.0,0.0
variant_481,38.0,2.0,1.0,0.0,0.0,0.0
variant_482,353.0,67.0,20.0,11.0,18.0,0.0
variant_483,56.0,0.0,0.0,0.0,0.0,0.0
variant_484,118.0,3.0,0.0,0.0,0.0,0.0
variant_485,433.0,61.0,17.0,64.0,57.0,22.0
variant_486,176.0,44.0,11.0,45.0,16.0,6.0
variant_487,325.0,35.0,23.0,28.0,7.0,6.0
variant_488,244.0,14.0,2.0,4.0,2.0,0.0
variant_489,289.0,7.0,8.0,2.0,0.0,0.0
variant_490,380.0,57.0,8.0,15.0,10.0,8.0
variant_491,236.0,76.0,33.0,63.0,105.0,51.0
variant_492,121.0,5.0,0.0,0.0,0.0,0.0
variant_493,208.0,4.0,0.0,0.0,0.0,0.0
variant_494,111.0,4.0,3.0,0.0,0.0,0.0
variant_495,180.0,36.0,16.0,19.0,29.0,3.0
variant_496,139.0,15.0,4.0,6.0,7.0,0.0
variant_497,11.0,0.0,0.0,0.0,0.0,0.0
variant_498,204.0,96.0,155.0,509.0,635.0,369.0
variant_499,91.0,8.0,2.0,20.0,2.0,1.0
variant_500,349.0,31.0,8.0,3.0,0.0,0.0
variant_501,403.0,58.0,28.0,29.0,27.0,7.0
variant_502,48.0,10.0,3.0,2.0,0.0,0.0
variant_503,67.0,9.0,4.0,14.0,7.0,2.0
variant_504,119.0,12.0,1.0,7.0,1.0,0.0
variant_505,160.0,6.0,0.0,0.0,0.0,0.0
variant_506,69.0,3.0,1.0,1.0,0.0,0.0
variant_507,419.0,58.0,11.0,1.0,2.0,0.0
variant_508,32.0,1.0,0.0,0.0,0.0,0.0
variant_509,42.0,3.0,0.0,0.0,0.0,0.0
variant_510,205.0,15.0,12.0,1.0,0.0,0.0
variant_511,125.0,18.0,30.0,15.0,37.0,11.0
variant_512,321.0,55.0,17.0,27.0,40.0,50.0
variant_513,189.0,10.0,4.0,3.0,1.0,0.0
variant_514,102.0,11.0,0.0,0.0,0.0,0.0
variant_515,158.0,3.0,0.0,0.0,0.0,0.0
variant_516,328.0,58.0,23.0,13.0,7.0,0.0
variant_517,516.0,98.0,53.0,90.0,100.0,40.0
variant_518,417.0,139.0,107.0,325.0,405.0,170.0
variant_519,96.0,5.0,0.0,0.0,0.0,0.0
variant_520,41.0,6.0,8.0,1.0,10.0,0.0
variant_521,2.0,0.0,0.0,0.0,0.0,0.0
variant_522,748.0,288.0,208.0,378.0,657.0,297.0
variant_523,172.0,17.0,5.0,18.0,15.0,4.0
variant_524,104.0,9.0,0.0,0.0,0.0,0.0
variant_525,195.0,22.0,7.0,24.0,34.0,17.0
variant_526,99.0,4.0,4.0,11.0,18.0,3.0
variant_527,139.0,9.0,0.0,0.0,0.0,0.0
variant_528,5027.0,795.0,399.0,857.0,977.0,466.0
variant_529,4082.0,922.0,470.0,749.0,724.0,338.0
variant_530,136.0,6.0,0.0,0.0,0.0,0.0
variant_531,200.0,15.0,6.0,0.0,0.0,0.0
variant_532,298.0,10.0,0.0,0.0,1.0,0.0
variant_533,33.0,2.0,0.0,0.0,0.0,0.0
variant_534,59.0,0.0,3.0,7.0,0.0,0.0
variant_535,419.0,55.0,28.0,26.0,30.0,14.0
variant_536,7.0,0.0,0.0,0.0,0.0,0.0
variant_537,265.0,97.0,29.0,6.0,7.0,2.0
variant_538,43.0,0.0,0.0,0.0,0.0,0.0
variant_539,2978.0,175.0,60.0,98.0,122.0,48.0
variant_540,87.0,1.0,0.0,0.0,0.0,0.0
variant_541,151.0,3.0,0.0,2.0,0.0,0.0
variant_542,117.0,0.0,0.0,0.0,0.0,0.0
variant_543,129.0,5.0,0.0,0.0,0.0,0.0
variant_544,2048.0,409.0,213.0,351.0,318.0,137.0
variant_545,447.0,43.0,22.0,73.0,52.0,17.0
variant_546,81.0,2.0,0.0,0.0,0.0,0.0
variant_547,190.0,20.0,1.0,0.0,0.0,0.0
variant_548,93.0,4.0,0.0,0.0,0.0,0.0
variant_549,2203.0,633.0,394.0,979.0,1726.0,1122.0
variant_550,72.0,1.0,0.0,0.0,0.0,0.0
variant_551,1885.0,876.0,854.0,3016.0,5418.0,4341.0
variant_552,137.0,3.0,0.0,0.0,0.0,0.0
variant_553,343.0,49.0,19.0,46.0,65.0,31.0
variant_554,5898.0,3250.0,2989.0,11107.0,19511.0,15576.0
variant_555,3710.0,976.0,629.0,2660.0,4565.0,3738.0
variant_556,54.0,0.0,0.0,0.0,0.0,0.0
variant_557,150.0,16.0,0.0,0.0,0.0,0.0
variant_558,695.0,395.0,324.0,1640.0,2483.0,2238.0
variant_559,89.0,11.0,7.0,15.0,11.0,15.0
variant_560,99.0,7.0,0.0,0.0,0.0,0.0
variant_561,124.0,17.0,3.0,9.0,20.0,7.0
variant_562,783.0,344.0,289.0,1078.0,1617.0,1255.0
variant_563,109.0,2.0,1.0,0.0,0.0,0.0
variant_564,428.0,113.0,85.0,263.0,359.0,229.0
variant_565,170.0,19.0,8.0,59.0,41.0,13.0
variant_566,141.0,11.0,11.0,21.0,25.0,6.0
variant_567,170.0,37.0,11.0,27.0,37.0,6.0
variant_568,286.0,100.0,82.0,210.0,327.0,148.0
variant_569,47.0,2.0,0.0,0.0,0.0,0.0
variant_570,165.0,66.0,28.0,79.0,55.0,36.0
variant_571,532.0,337.0,464.0,2147.0,4016.0,4236.0
variant_572,577.0,169.0,178.0,706.0,1151.0,1075.0
variant_573,7586.0,1744.0,997.0,2231.0,3601.0,2160.0
variant_574,48.0,4.0,0.0,0.0,0.0,0.0
variant_575,192.0,112.0,79.0,165.0,218.0,132.0
variant_576,29.0,0.0,0.0,0.0,0.0,0.0
variant_577,105.0,15.0,0.0,0.0,0.0,0.0
variant_578,82.0,0.0,0.0,0.0,0.0,0.0
variant_579,88.0,1.0,0.0,0.0,0.0,0.0
variant_580,27.0,0.0,0.0,0.0,0.0,0.0
variant_581,118.0,2.0,0.0,0.0,0.0,0.0
variant_582,94.0,13.0,0.0,0.0,0.0,0.0
variant_583,147.0,56.0,49.0,57.0,79.0,33.0
variant_584,49.0,0.0,0.0,0.0,0.0,0.0
variant_585,56.0,6.0,0.0,9.0,2.0,0.0
variant_586,39.0,17.0,0.0,0.0,0.0,0.0
variant_587,155.0,13.0,1.0,2.0,1.0,0.0
variant_588,62.0,0.0,0.0,0.0,0.0,0.0
variant_589,3.0,0.0,0.0,0.0,0.0,0.0
variant_590,27.0,0.0,0.0,0.0,0.0,0.0
variant_591,411.0,92.0,74.0,147.0,117.0,45.0
variant_592,77.0,0.0,0.0,0.0,0.0,0.0
variant_593,130.0,11.0,5.0,8.0,4.0,0.0
variant_594,222.0,17.0,0.0,0.0,0.0,0.0
variant_595,262.0,59.0,15.0,11.0,14.0,8.0
variant_596,116.0,0.0,0.0,0.0,0.0,0.0
variant_597,286.0,70.0,5.0,19.0,27.0,20.0
variant_598,148.0,27.0,4.0,11.0,2.0,0.0
variant_599,335.0,169.0,79.0,137.0,203.0,101.0
variant_600,81.0,0.0,0.0,0.0,0.0,0.0
variant_601,231.0,16.0,3.0,1.0,1.0,0.0
variant_602,97.0,6.0,2.0,3.0,0.0,0.0
variant_603,103.0,21.0,1.0,13.0,3.0,0.0
variant_604,339.0,41.0,10.0,28.0,6.0,0.0
variant_605,72.0,0.0,0.0,0.0,0.0,0.0
variant_606,4.0,0.0,0.0,0.0,0.0,0.0
variant_607,177.0,40.0,36.0,36.0,50.0,46.0
variant_608,319.0,29.0,8.0,3.0,0.0,0.0
variant_609,62.0,0.0,0.0,0.0,0.0,0.0
variant_610,85.0,0.0,0.0,0.0,0.0,0.0
variant_611,78.0,2.0,0.0,4.0,2.0,0.0
variant_612,317.0,13.0,4.0,9.0,6.0,0.0
variant_613,283.0,63.0,16.0,32.0,46.0,19.0
variant_614,28.0,0.0,0.0,0.0,0.0,0.0
variant_615,166.0,3.0,0.0,0.0,0.0,0.0
variant_616,163.0,17.0,1.0,8.0,5.0,5.0
variant_617,45.0,6.0,3.0,0.0,0.0,0.0
variant_618,134.0,15.0,8.0,10.0,3.0,1.0
variant_619,695.0,240.0,128.0,269.0,308.0,223.0
variant_620,59.0,0.0,0.0,0.0,0.0,0.0
variant_621,689.0,187.0,117.0,275.0,326.0,138.0
variant_622,44.0,0.0,0.0,0.0,0.0,0.0
variant_623,39.0,0.0,0.0,0.0,0.0,0.0
variant_624,322.0,45.0,14.0,32.0,22.0,11.0
variant_625,251.0,25.0,11.0,17.0,15.0,3.0
variant_626,351.0,37.0,27.0,117.0,262.0,120.0
variant_627,100.0,6.0,0.0,0.0,0.0,0.0
variant_628,74.0,2.0,0.0,0.0,0.0,0.0
variant_629,211.0,27.0,3.0,4.0,4.0,0.0
variant_630,26.0,0.0,0.0,0.0,0.0,0.0
variant_631,27.0,0.0,0.0,0.0,0.0,0.0
variant_632,387.0,65.0,21.0,17.0,25.0,15.0
variant_633,168.0,5.0,1.0,1.0,0.0,0.0
variant_634,202.0,10.0,4.0,8.0,4.0,2.0
variant_635,1647.0,279.0,113.0,251.0,341.0,242.0
variant_636,168.0,18.0,2.0,0.0,0.0,0.0
variant_637,66.0,14.0,8.0,24.0,54.0,69.0
variant_638,4042.0,727.0,494.0,938.0,1170.0,643.0
variant_639,318.0,19.0,1.0,3.0,1.0,3.0
variant_640,177.0,4.0,0.0,0.0,0.0,0.0
variant_641,30.0,3.0,0.0,0.0,0.0,0.0
variant_642,164.0,7.0,4.0,8.0,2.0,3.0
variant_643,8.0,0.0,0.0,0.0,0.0,0.0
variant_644,278.0,66.0,37.0,28.0,42.0,2.0
variant_645,221.0,121.0,55.0,98.0,128.0,45.0
variant_646,432.0,168.0,150.0,295.0,533.0,285.0
variant_647,100.0,4.0,0.0,0.0,0.0,0.0
variant_648,514.0,131.0,65.0,98.0,103.0,54.0
variant_649,399.0,56.0,29.0,69.0,47.0,26.0
variant_650,341.0,131.0,77.0,104.0,130.0,44.0
variant_651,17.0,0.0,0.0,0.0,0.0,0.0
variant_652,10.0,0.0,0.0,0.0,0.0,0.0
variant_653,184.0,33.0,41.0,57.0,36.0,11.0
variant_654,272.0,172.0,75.0,139.0,236.0,89.0
variant_655,705.0,80.0,14.0,22.0,6.0,2.0
variant_656,141.0,3.0,3.0,0.0,0.0,0.0
variant_657,421.0,13.0,2.0,0.0,0.0,0.0
variant_658,929.0,82.0,64.0,100.0,38.0,35.0
variant_659,189.0,15.0,4.0,1.0,0.0,0.0
variant_660,344.0,16.0,21.0,21.0,13.0,3.0
variant_661,710.0,113.0,60.0,67.0,60.0,18.0
variant_662,849.0,70.0,12.0,14.0,7.0,3.0
variant_663,77.0,1.0,0.0,0.0,0.0,0.0
variant_664,31.0,0.0,0.0,0.0,0.0,0.0
variant_665,220.0,0.0,4.0,0.0,0.0,0.0
variant_666,166.0,5.0,0.0,0.0,0.0,0.0
variant_667,509.0,79.0,45.0,42.0,15.0,3.0
variant_668,558.0,47.0,7.0,5.0,0.0,0.0
variant_669,27.0,1.0,0.0,0.0,0.0,0.0
variant_670,42.0,0.0,0.0,0.0,0.0,0.0
variant_671,76.0,0.0,0.0,0.0,0.0,0.0
variant_672,42.0,0.0,0.0,0.0,0.0,0.0
variant_673,1429.0,98.0,17.0,33.0,10.0,2.0
variant_674,945.0,135.0,46.0,74.0,53.0,19.0
variant_675,94.0,0.0,0.0,0.0,0.0,0.0
variant_676,641.0,132.0,90.0,159.0,142.0,70.0
variant_677,405.0,69.0,17.0,10.0,13.0,3.0
variant_678,3759.0,671.0,319.0,425.0,283.0,97.0
variant_679,45.0,4.0,0.0,6.0,5.0,0.0
variant_680,42.0,12.0,2.0,3.0,6.0,1.0
variant_681,71.0,1.0,0.0,0.0,0.0,0.0
variant_682,362.0,124.0,88.0,118.0,90.0,23.0
variant_683,58.0,0.0,0.0,0.0,0.0,0.0
variant_684,136.0,30.0,9.0,35.0,19.0,1.0
variant_685,155.0,3.0,0.0,0.0,0.0,0.0
variant_686,992.0,141.0,30.0,45.0,20.0,0.0
variant_687,36.0,0.0,0.0,0.0,0.0,0.0
variant_688,97.0,2.0,0.0,0.0,0.0,0.0
variant_689,86.0,7.0,0.0,0.0,0.0,0.0
variant_690,711.0,57.0,28.0,6.0,0.0,0.0
variant_691,689.0,49.0,2.0,7.0,7.0,1.0
variant_692,479.0,47.0,17.0,12.0,13.0,2.0
variant_693,3.0,0.0,0.0,0.0,0.0,0.0
variant_694,552.0,104.0,59.0,67.0,36.0,11.0
variant_695,17.0,0.0,0.0,0.0,0.0,0.0
variant_696,465.0,40.0,5.0,3.0,0.0,0.0
variant_697,165.0,2.0,0.0,0.0,0.0,0.0
variant_698,309.0,31.0,1.0,9.0,4.0,0.0
variant_699,55.0,0.0,0.0,0.0,0.0,0.0
variant_700,556.0,75.0,9.0,6.0,5.0,1.0
variant_701,3.0,0.0,0.0,0.0,0.0,0.0
variant_702,539.0,64.0,33.0,25.0,22.0,5.0
variant_703,319.0,29.0,5.0,4.0,0.0,0.0
variant_704,32.0,0.0,0.0,0.0,0.0,0.0
variant_705,1444.0,230.0,86.0,206.0,110.0,44.0
variant_706,151.0,6.0,0.0,0.0,0.0,0.0
variant_707,80.0,4.0,1.0,0.0,0.0,0.0
variant_708,212.0,36.0,8.0,8.0,6.0,0.0
variant_709,515.0,22.0,0.0,0.0,0.0,0.0
variant_710,308.0,55.0,16.0,14.0,0.0,2.0
variant_711,154.0,1.0,0.0,0.0,0.0,0.0
variant_712,173.0,19.0,2.0,3.0,0.0,0.0
variant_713,168.0,12.0,0.0,0.0,0.0,0.0
variant_714,1689.0,391.0,254.0,508.0,592.0,379.0
variant_715,71.0,4.0,0.0,0.0,0.0,0.0
variant_716,816.0,99.0,31.0,41.0,19.0,12.0
variant_717,175.0,4.0,0.0,0.0,1.0,0.0
variant_718,388.0,45.0,12.0,21.0,25.0,3.0
variant_719,467.0,70.0,42.0,25.0,36.0,40.0
variant_720,2472.0,406.0,243.0,317.0,255.0,120.0
variant_721,680.0,30.0,8.0,9.0,0.0,0.0
variant_722,93.0,3.0,0.0,0.0,0.0,0.0
variant_723,14.0,1.0,0.0,0.0,0.0,0.0
variant_724,165.0,44.0,16.0,14.0,16.0,6.0
variant_725,1571.0,111.0,56.0,62.0,36.0,13.0
variant_726,2402.0,408.0,172.0,253.0,197.0,84.0
variant_727,49.0,2.0,0.0,0.0,0.0,0.0
variant_728,57.0,4.0,0.0,0.0,0.0,0.0
variant_729,208.0,20.0,8.0,12.0,4.0,1.0
variant_730,97.0,0.0,3.0,0.0,0.0,0.0
variant_731,63.0,1.0,1.0,0.0,0.0,0.0
variant_732,458.0,45.0,31.0,30.0,46.0,6.0
variant_733,34.0,1.0,0.0,0.0,0.0,0.0
variant_734,747.0,64.0,17.0,25.0,12.0,0.0
variant_735,147.0,0.0,0.0,0.0,0.0,0.0
variant_736,13.0,0.0,0.0,0.0,0.0,0.0
variant_737,1202.0,189.0,36.0,42.0,42.0,21.0
variant_738,1334.0,171.0,104.0,200.0,197.0,56.0
variant_739,203.0,2.0,0.0,0.0,0.0,0.0
variant_740,448.0,195.0,119.0,246.0,213.0,80.0
variant_741,36.0,0.0,0.0,0.0,0.0,0.0
variant_742,100.0,1.0,0.0,0.0,0.0,0.0
variant_743,656.0,114.0,44.0,48.0,28.0,7.0
variant_744,709.0,58.0,28.0,63.0,45.0,19.0
variant_745,156.0,8.0,0.0,0.0,0.0,0.0
variant_746,252.0,40.0,12.0,24.0,11.0,3.0
variant_747,138.0,3.0,0.0,0.0,0.0,0.0
variant_748,289.0,44.0,14.0,10.0,15.0,2.0
variant_749,34.0,0.0,0.0,0.0,0.0,0.0
variant_750,4092.0,743.0,343.0,444.0,341.0,119.0
variant_751,381.0,59.0,47.0,62.0,24.0,3.0
variant_752,371.0,41.0,15.0,23.0,15.0,2.0
variant_753,22.0,0.0,0.0,0.0,0.0,0.0
variant_754,443.0,75.0,24.0,33.0,24.0,14.0
variant_755,2903.0,500.0,267.0,398.0,310.0,151.0
variant_756,1163.0,302.0,175.0,187.0,136.0,46.0
variant_757,153.0,28.0,14.0,7.0,3.0,1.0
variant_758,238.0,27.0,0.0,9.0,0.0,0.0
variant_759,554.0,55.0,18.0,39.0,3.0,0.0
variant_760,255.0,16.0,8.0,11.0,4.0,0.0
variant_761,3185.0,493.0,171.0,296.0,198.0,61.0
variant_762,112.0,26.0,5.0,8.0,22.0,4.0
variant_763,22.0,1.0,0.0,0.0,0.0,0.0
variant_764,791.0,13.0,0.0,0.0,0.0,0.0
variant_765,260.0,36.0,2.0,0.0,0.0,0.0
variant_766,299.0,51.0,21.0,12.0,1.0,0.0
variant_767,503.0,131.0,32.0,33.0,21.0,23.0
variant_768,100.0,6.0,2.0,0.0,0.0,0.0
variant_769,64.0,1.0,0.0,0.0,0.0,0.0
variant_770,764.0,37.0,2.0,3.0,0.0,0.0
variant_771,26.0,0.0,0.0,0.0,0.0,0.0
variant_772,709.0,57.0,6.0,6.0,6.0,0.0
variant_773,1158.0,87.0,24.0,2.0,0.0,0.0
variant_774,821.0,115.0,38.0,26.0,10.0,1.0
variant_775,136.0,0.0,0.0,0.0,0.0,0.0
variant_776,216.0,15.0,3.0,0.0,0.0,0.0
variant_777,265.0,42.0,8.0,8.0,5.0,7.0
variant_778,2033.0,117.0,25.0,41.0,21.0,4.0
variant_779,208.0,42.0,32.0,48.0,15.0,0.0
variant_780,50.0,0.0,0.0,0.0,0.0,0.0
variant_781,397.0,15.0,3.0,5.0,1.0,0.0
variant_782,45.0,2.0,0.0,0.0,0.0,0.0
variant_783,908.0,78.0,9.0,8.0,0.0,1.0
variant_784,112.0,11.0,0.0,0.0,0.0,0.0
variant_785,239.0,15.0,1.0,0.0,0.0,0.0
variant_786,1743.0,163.0,47.0,58.0,45.0,10.0
variant_787,231.0,21.0,1.0,11.0,6.0,0.0
variant_788,436.0,52.0,27.0,27.0,28.0,14.0
variant_789,97.0,2.0,0.0,0.0,0.0,0.0
variant_790,185.0,58.0,23.0,31.0,18.0,5.0
variant_791,128.0,22.0,7.0,6.0,0.0,0.0
variant_792,160.0,4.0,1.0,0.0,0.0,0.0
variant_793,16.0,0.0,0.0,0.0,0.0,0.0
variant_794,182.0,21.0,10.0,0.0,0.0,0.0
variant_795,110.0,2.0,0.0,0.0,0.0,0.0
variant_796,137.0,1.0,0.0,0.0,0.0,0.0
variant_797,98.0,10.0,5.0,0.0,0.0,0.0
variant_798,137.0,18.0,9.0,3.0,7.0,0.0
variant_799,432.0,122.0,96.0,317.0,693.0,452.0
variant_800,1044.0,100.0,32.0,26.0,5.0,1.0
variant_801,142.0,7.0,1.0,0.0,0.0,0.0
variant_802,244.0,44.0,21.0,54.0,34.0,15.0
variant_803,211.0,8.0,0.0,0.0,0.0,0.0
variant_804,205.0,3.0,0.0,0.0,0.0,0.0
variant_805,122.0,2.0,0.0,0.0,0.0,0.0
variant_806,137.0,1.0,2.0,13.0,2.0,0.0
variant_807,80.0,1.0,0.0,0.0,0.0,0.0
variant_808,435.0,70.0,34.0,40.0,39.0,27.0
variant_809,2003.0,259.0,95.0,120.0,88.0,21.0
variant_810,1545.0,198.0,66.0,74.0,28.0,32.0
variant_811,1217.0,106.0,54.0,70.0,53.0,8.0
variant_812,222.0,28.0,23.0,8.0,0.0,0.0
variant_813,480.0,88.0,53.0,27.0,16.0,5.0
variant_814,96.0,4.0,0.0,0.0,0.0,0.0
variant_815,235.0,4.0,1.0,0.0,0.0,0.0
variant_816,66.0,0.0,0.0,0.0,0.0,0.0
variant_817,127.0,6.0,6.0,2.0,0.0,0.0
variant_818,187.0,4.0,3.0,0.0,0.0,0.0
variant_819,209.0,5.0,0.0,0.0,0.0,0.0
variant_820,92.0,5.0,3.0,3.0,0.0,0.0
variant_821,79.0,6.0,0.0,0.0,0.0,0.0
variant_822,60.0,1.0,0.0,0.0,0.0,0.0
variant_823,69.0,0.0,0.0,0.0,0.0,0.0
variant_824,192.0,1.0,0.0,0.0,0.0,0.0
variant_825,93.0,13.0,8.0,0.0,0.0,0.0
variant_826,284.0,36.0,6.0,8.0,6.0,3.0
variant_827,53.0,3.0,0.0,0.0,0.0,0.0
variant_828,2137.0,510.0,260.0,555.0,484.0,299.0
variant_829,55.0,0.0,0.0,0.0,0.0,0.0
variant_830,37.0,0.0,0.0,0.0,0.0,0.0
variant_831,1611.0,348.0,343.0,884.0,1383.0,716.0
variant_832,138.0,2.0,0.0,0.0,0.0,0.0
variant_833,91.0,3.0,0.0,0.0,0.0,0.0
variant_834,578.0,125.0,58.0,71.0,38.0,30.0
variant_835,164.0,26.0,9.0,9.0,0.0,0.0
variant_836,241.0,69.0,20.0,51.0,24.0,23.0
variant_837,2329.0,493.0,245.0,597.0,754.0,431.0
variant_838,662.0,160.0,90.0,147.0,97.0,43.0
variant_839,106.0,15.0,6.0,9.0,2.0,0.0
variant_840,5.0,0.0,0.0,0.0,0.0,0.0
variant_841,1686.0,399.0,139.0,216.0,239.0,118.0
variant_842,216.0,28.0,9.0,22.0,14.0,0.0
variant_843,295.0,37.0,5.0,17.0,9.0,8.0
variant_844,82.0,2.0,0.0,0.0,0.0,0.0
variant_845,844.0,154.0,47.0,83.0,60.0,42.0
variant_846,356.0,20.0,7.0,13.0,18.0,8.0
variant_847,257.0,30.0,8.0,3.0,9.0,2.0
variant_848,1149.0,336.0,200.0,463.0,744.0,332.0
variant_849,1209.0,195.0,65.0,134.0,154.0,76.0
variant_850,99.0,15.0,1.0,0.0,0.0,0.0
variant_851,934.0,359.0,171.0,298.0,262.0,156.0
variant_852,658.0,67.0,38.0,71.0,56.0,35.0
variant_853,112.0,8.0,8.0,25.0,14.0,20.0
variant_854,1176.0,387.0,340.0,635.0,829.0,405.0
variant_855,1615.0,342.0,129.0,240.0,288.0,148.0
variant_856,537.0,251.0,178.0,351.0,426.0,219.0
variant_857,120.0,12.0,3.0,0.0,0.0,0.0
variant_858,694.0,79.0,13.0,29.0,41.0,8.0
variant_859,52.0,2.0,0.0,0.0,0.0,0.0
variant_860,16.0,0.0,0.0,0.0,0.0,0.0
variant_861,87.0,10.0,0.0,0.0,0.0,0.0
variant_862,473.0,217.0,160.0,250.0,315.0,95.0
variant_863,116.0,1.0,1.0,0.0,0.0,0.0
variant_864,773.0,104.0,54.0,152.0,274.0,134.0
variant_865,94.0,1.0,0.0,0.0,0.0,0.0
variant_866,284.0,12.0,4.0,0.0,0.0,0.0
variant_867,217.0,10.0,2.0,4.0,1.0,0.0
variant_868,31.0,0.0,0.0,0.0,0.0,0.0
variant_869,429.0,115.0,41.0,119.0,144.0,83.0
variant_870,646.0,123.0,53.0,142.0,164.0,121.0
variant_871,208.0,27.0,7.0,19.0,29.0,14.0
variant_872,907.0,262.0,278.0,1161.0,2365.0,2297.0
variant_873,699.0,152.0,74.0,195.0,270.0,190.0
variant_874,35.0,0.0,0.0,0.0,0.0,0.0
variant_875,400.0,19.0,7.0,5.0,1.0,0.0
variant_876,355.0,64.0,27.0,91.0,104.0,33.0
variant_877,396.0,115.0,59.0,87.0,46.0,10.0
variant_878,73.0,19.0,7.0,24.0,22.0,14.0
variant_879,120.0,1.0,0.0,0.0,0.0,0.0
variant_880,48.0,0.0,0.0,0.0,0.0,0.0
variant_881,707.0,63.0,28.0,34.0,52.0,28.0
variant_882,121.0,7.0,2.0,0.0,0.0,0.0
variant_883,1221.0,295.0,188.0,345.0,481.0,274.0
variant_884,7.0,0.0,0.0,0.0,0.0,0.0
variant_885,844.0,82.0,41.0,80.0,131.0,68.0
variant_886,373.0,21.0,3.0,6.0,6.0,0.0
variant_887,182.0,39.0,20.0,18.0,36.0,16.0
variant_888,610.0,111.0,39.0,77.0,76.0,49.0
variant_889,78.0,3.0,2.0,6.0,2.0,0.0
variant_890,736.0,98.0,72.0,126.0,159.0,67.0
variant_891,136.0,4.0,0.0,0.0,0.0,0.0
variant_892,311.0,6.0,0.0,0.0,0.0,0.0
variant_893,1805.0,639.0,446.0,1061.0,1482.0,1098.0
variant_894,176.0,75.0,21.0,17.0,11.0,4.0
variant_895,159.0,2.0,0.0,0.0,0.0,0.0
variant_896,814.0,355.0,313.0,672.0,910.0,498.0
variant_897,1350.0,299.0,206.0,555.0,889.0,755.0
variant_898,29.0,0.0,0.0,0.0,0.0,0.0
variant_899,34.0,0.0,0.0,0.0,0.0,0.0
variant_900,756.0,34.0,6.0,29.0,19.0,4.0
variant_901,365.0,76.0,27.0,34.0,26.0,16.0
variant_902,1396.0,429.0,270.0,586.0,784.0,438.0
variant_903,196.0,0.0,0.0,0.0,0.0,0.0
variant_904,207.0,25.0,2.0,0.0,0.0,0.0
variant_905,112.0,0.0,0.0,0.0,0.0,0.0
variant_906,508.0,19.0,1.0,10.0,8.0,0.0
variant_907,1829.0,461.0,260.0,590.0,591.0,285.0
variant_908,33.0,0.0,0.0,0.0,0.0,0.0
variant_909,2157.0,395.0,165.0,369.0,517.0,248.0
variant_910,1121.0,132.0,58.0,123.0,122.0,78.0
variant_911,416.0,59.0,19.0,61.0,53.0,18.0
variant_912,560.0,204.0,195.0,389.0,651.0,359.0
variant_913,63.0,0.0,0.0,0.0,0.0,0.0
variant_914,267.0,117.0,51.0,73.0,34.0,26.0
variant_915,107.0,12.0,2.0,9.0,2.0,0.0
variant_916,68.0,10.0,13.0,17.0,10.0,0.0
variant_917,139.0,8.0,2.0,9.0,5.0,0.0
variant_918,17.0,0.0,0.0,0.0,0.0,0.0
variant_919,163.0,9.0,2.0,3.0,1.0,3.0
variant_920,13.0,0.0,0.0,0.0,0.0,0.0
variant_921,824.0,186.0,123.0,177.0,178.0,105.0
variant_922,183.0,28.0,3.0,0.0,0.0,0.0
variant_923,3150.0,678.0,327.0,461.0,480.0,197.0
variant_924,105.0,15.0,0.0,0.0,0.0,0.0
variant_925,409.0,73.0,42.0,123.0,117.0,55.0
variant_926,256.0,53.0,24.0,73.0,113.0,54.0
variant_927,59.0,0.0,0.0,0.0,0.0,0.0
variant_928,299.0,30.0,32.0,34.0,21.0,18.0
variant_929,114.0,47.0,48.0,58.0,33.0,9.0
variant_930,180.0,49.0,25.0,45.0,48.0,13.0
variant_931,834.0,424.0,341.0,949.0,1880.0,1051.0
variant_932,1390.0,549.0,390.0,920.0,1892.0,1623.0
variant_933,154.0,0.0,0.0,0.0,0.0,0.0
variant_934,1359.0,277.0,163.0,443.0,738.0,459.0
variant_935,144.0,41.0,13.0,11.0,14.0,7.0
variant_936,1063.0,586.0,848.0,3405.0,9439.0,11171.0
variant_937,328.0,165.0,46.0,180.0,189.0,75.0
variant_938,339.0,212.0,230.0,667.0,1203.0,717.0
variant_939,1407.0,72.0,31.0,20.0,6.0,18.0
variant_940,284.0,24.0,0.0,1.0,3.0,0.0
variant_941,157.0,2.0,0.0,0.0,0.0,0.0
variant_942,628.0,21.0,6.0,2.0,0.0,0.0
variant_943,68.0,6.0,0.0,0.0,0.0,0.0
variant_944,90.0,7.0,0.0,0.0,0.0,0.0
variant_945,85.0,0.0,0.0,0.0,0.0,0.0
variant_946,62.0,0.0,0.0,0.0,0.0,0.0
variant_947,138.0,8.0,0.0,2.0,1.0,0.0
variant_948,212.0,0.0,0.0,0.0,0.0,0.0
variant_949,210.0,5.0,0.0,0.0,0.0,0.0
variant_950,78.0,1.0,0.0,0.0,0.0,0.0
variant_951,64.0,0.0,0.0,0.0,0.0,0.0
variant_952,145.0,23.0,5.0,4.0,3.0,4.0
variant_953,161.0,13.0,5.0,2.0,0.0,0.0
variant_954,265.0,7.0,0.0,0.0,0.0,0.0
