,c_0,c_18,c_37,c_45
variant_654,101.0,12.0,0.0,30.0
variant_655,1090.0,66.0,138.0,129.0
variant_656,1906.0,408.0,692.0,758.0
variant_657,247.0,26.0,25.0,2.0
variant_658,265.0,0.0,0.0,0.0
variant_659,1141.0,345.0,357.0,332.0
variant_660,953.0,31.0,6.0,1.0
variant_661,606.0,73.0,24.0,33.0
variant_662,25.0,1.0,0.0,17.0
variant_663,142.0,28.0,103.0,46.0
variant_664,1634.0,263.0,523.0,518.0
variant_665,1132.0,185.0,180.0,144.0
variant_666,794.0,174.0,160.0,267.0
variant_667,1013.0,159.0,253.0,187.0
variant_668,232.0,50.0,120.0,158.0
variant_669,500.0,107.0,72.0,132.0
variant_670,125.0,30.0,60.0,28.0
variant_671,983.0,230.0,269.0,290.0
variant_672,529.0,116.0,94.0,110.0
variant_673,476.0,14.0,0.0,0.0
variant_674,300.0,0.0,0.0,0.0
variant_675,1143.0,259.0,346.0,378.0
variant_676,2125.0,413.0,541.0,446.0
variant_677,944.0,15.0,0.0,0.0
variant_678,1377.0,270.0,417.0,334.0
variant_679,2603.0,414.0,702.0,414.0
variant_680,763.0,36.0,29.0,10.0
variant_681,26.0,0.0,0.0,0.0
variant_682,1118.0,231.0,282.0,353.0
variant_683,1004.0,203.0,229.0,182.0
variant_684,344.0,91.0,260.0,268.0
variant_685,2482.0,552.0,935.0,850.0
variant_686,3725.0,559.0,889.0,703.0
variant_687,1759.0,507.0,718.0,350.0
variant_688,1262.0,345.0,597.0,598.0
variant_689,83.0,28.0,80.0,59.0
variant_690,819.0,153.0,85.0,98.0
variant_691,544.0,71.0,14.0,29.0
variant_692,307.0,58.0,47.0,33.0
variant_693,1654.0,265.0,365.0,389.0
variant_694,2495.0,716.0,964.0,879.0
variant_695,238.0,40.0,87.0,108.0
variant_696,157.0,9.0,7.0,0.0
variant_697,222.0,13.0,0.0,0.0
variant_698,22.0,13.0,4.0,0.0
variant_699,41.0,3.0,0.0,2.0
variant_700,1584.0,475.0,665.0,725.0
variant_701,2645.0,522.0,738.0,683.0
variant_702,359.0,28.0,23.0,20.0
variant_703,1935.0,350.0,467.0,603.0
variant_704,311.0,0.0,0.0,0.0
variant_705,1018.0,254.0,369.0,331.0
variant_706,1814.0,297.0,486.0,474.0
variant_707,609.0,92.0,58.0,15.0
variant_708,3413.0,56.0,15.0,1.0
variant_709,33.0,0.0,0.0,0.0
variant_710,907.0,0.0,0.0,0.0
variant_711,1403.0,51.0,10.0,0.0
variant_712,699.0,5.0,0.0,1.0
variant_713,76.0,0.0,0.0,0.0
variant_714,243.0,3.0,0.0,0.0
variant_715,115.0,1.0,0.0,0.0
variant_716,119.0,11.0,12.0,4.0
variant_717,109.0,18.0,15.0,8.0
variant_718,131.0,47.0,78.0,63.0
variant_719,1171.0,207.0,176.0,153.0
variant_720,1214.0,175.0,208.0,239.0
variant_721,166.0,6.0,5.0,6.0
variant_722,796.0,124.0,194.0,111.0
variant_723,411.0,99.0,211.0,231.0
variant_724,181.0,16.0,2.0,0.0
variant_725,394.0,34.0,36.0,69.0
variant_726,2454.0,355.0,455.0,385.0
variant_727,538.0,61.0,58.0,74.0
variant_728,783.0,8.0,0.0,0.0
variant_729,905.0,10.0,0.0,5.0
variant_730,975.0,162.0,216.0,207.0
variant_731,776.0,75.0,39.0,14.0
variant_732,1481.0,167.0,69.0,40.0
variant_733,960.0,144.0,207.0,226.0
variant_734,1972.0,410.0,577.0,532.0
variant_735,74.0,14.0,10.0,0.0
variant_736,28.0,1.0,0.0,0.0
variant_737,278.0,84.0,199.0,191.0
variant_738,314.0,16.0,13.0,3.0
variant_739,1410.0,220.0,231.0,196.0
variant_740,361.0,60.0,16.0,23.0
variant_741,235.0,4.0,9.0,8.0
variant_742,224.0,25.0,43.0,28.0
variant_743,22.0,0.0,0.0,0.0
variant_744,396.0,88.0,226.0,386.0
variant_745,12316.0,1804.0,2197.0,1722.0
variant_746,159.0,23.0,7.0,0.0
variant_747,42.0,0.0,0.0,2.0
variant_748,2007.0,228.0,76.0,64.0
variant_749,375.0,58.0,39.0,54.0
variant_750,828.0,98.0,216.0,123.0
variant_751,633.0,105.0,64.0,67.0
variant_752,220.0,13.0,23.0,3.0
variant_753,254.0,41.0,0.0,21.0
variant_754,295.0,42.0,43.0,23.0
variant_755,533.0,37.0,93.0,118.0
variant_756,103.0,54.0,63.0,55.0
variant_757,448.0,78.0,72.0,49.0
variant_758,2624.0,421.0,581.0,535.0
variant_759,1917.0,248.0,207.0,181.0
variant_760,721.0,107.0,128.0,95.0
variant_761,102.0,12.0,9.0,0.0
variant_762,37.0,0.0,0.0,0.0
variant_763,189.0,62.0,88.0,67.0
variant_764,294.0,62.0,89.0,81.0
variant_765,226.0,4.0,0.0,0.0
variant_766,196.0,10.0,23.0,3.0
variant_767,1323.0,298.0,568.0,347.0
variant_768,122.0,0.0,0.0,0.0
variant_769,645.0,113.0,153.0,166.0
variant_770,461.0,20.0,0.0,7.0
variant_771,213.0,22.0,0.0,15.0
variant_772,114.0,19.0,26.0,39.0
variant_773,515.0,116.0,126.0,135.0
variant_774,116.0,8.0,5.0,0.0
variant_775,545.0,10.0,12.0,5.0
variant_776,104.0,0.0,0.0,0.0
variant_777,605.0,89.0,104.0,128.0
variant_778,572.0,0.0,1.0,0.0
variant_779,741.0,204.0,258.0,154.0
variant_780,247.0,17.0,16.0,24.0
variant_781,1487.0,239.0,149.0,163.0
variant_782,618.0,105.0,120.0,186.0
variant_783,108.0,0.0,0.0,0.0
variant_784,431.0,97.0,136.0,62.0
variant_785,197.0,54.0,88.0,35.0
variant_786,339.0,36.0,6.0,3.0
variant_787,269.0,16.0,19.0,23.0
variant_788,191.0,35.0,1.0,0.0
variant_789,393.0,45.0,41.0,9.0
variant_790,144.0,21.0,0.0,17.0
variant_791,458.0,30.0,12.0,17.0
variant_792,523.0,78.0,98.0,114.0
variant_793,259.0,17.0,29.0,9.0
variant_794,44.0,10.0,0.0,0.0
variant_795,491.0,19.0,8.0,0.0
variant_796,454.0,108.0,157.0,62.0
variant_797,373.0,52.0,38.0,37.0
variant_798,65.0,2.0,0.0,7.0
variant_799,392.0,28.0,16.0,6.0
variant_800,240.0,45.0,10.0,5.0
variant_801,1145.0,107.0,39.0,36.0
variant_802,264.0,24.0,0.0,2.0
variant_803,260.0,13.0,46.0,13.0
variant_804,498.0,84.0,43.0,62.0
variant_805,245.0,18.0,4.0,1.0
variant_806,939.0,0.0,0.0,1.0
variant_807,18.0,0.0,0.0,0.0
variant_808,456.0,98.0,160.0,121.0
variant_809,670.0,30.0,9.0,5.0
variant_810,96.0,8.0,21.0,9.0
variant_811,194.0,6.0,0.0,5.0
variant_812,150.0,22.0,64.0,56.0
variant_813,307.0,30.0,51.0,19.0
variant_814,1036.0,185.0,279.0,229.0
variant_815,560.0,61.0,58.0,67.0
variant_816,176.0,55.0,85.0,131.0
variant_817,300.0,26.0,57.0,32.0
variant_818,248.0,19.0,14.0,7.0
variant_819,0.0,3.0,8.0,0.0
variant_820,127.0,5.0,2.0,0.0
variant_821,790.0,5.0,0.0,0.0
variant_822,777.0,94.0,91.0,51.0
variant_823,79.0,7.0,1.0,8.0
variant_824,1318.0,318.0,374.0,448.0
variant_825,299.0,85.0,118.0,52.0
variant_826,423.0,34.0,40.0,18.0
variant_827,610.0,99.0,131.0,146.0
variant_828,13.0,0.0,0.0,0.0
variant_829,327.0,44.0,25.0,5.0
variant_830,932.0,145.0,144.0,141.0
variant_831,230.0,21.0,23.0,9.0
variant_832,33.0,1.0,0.0,0.0
variant_833,1087.0,216.0,216.0,192.0
variant_834,3425.0,511.0,538.0,478.0
variant_835,522.0,88.0,26.0,16.0
variant_836,873.0,228.0,150.0,215.0
variant_837,1163.0,89.0,101.0,64.0
variant_838,1011.0,71.0,42.0,34.0
variant_839,73.0,1.0,0.0,5.0
variant_840,57.0,2.0,0.0,0.0
variant_841,61.0,0.0,0.0,0.0
variant_842,2244.0,233.0,363.0,198.0
variant_843,0.0,3.0,0.0,5.0
variant_844,978.0,28.0,5.0,5.0
variant_845,1654.0,222.0,152.0,116.0
variant_846,143.0,47.0,88.0,31.0
variant_847,964.0,185.0,272.0,236.0
variant_848,126.0,0.0,3.0,2.0
variant_849,137.0,0.0,8.0,0.0
variant_850,3319.0,767.0,889.0,767.0
variant_851,920.0,119.0,146.0,45.0
variant_852,133.0,20.0,0.0,3.0
variant_853,357.0,35.0,14.0,6.0
variant_854,214.0,21.0,34.0,0.0
variant_855,324.0,26.0,42.0,12.0
variant_856,3266.0,481.0,522.0,473.0
variant_857,90.0,6.0,10.0,1.0
variant_858,191.0,2.0,4.0,2.0
variant_859,231.0,31.0,54.0,25.0
variant_860,1038.0,182.0,181.0,218.0
variant_861,19.0,17.0,0.0,0.0
variant_862,868.0,93.0,59.0,106.0
variant_863,79.0,7.0,17.0,32.0
variant_864,479.0,84.0,38.0,37.0
variant_865,884.0,61.0,107.0,76.0
variant_866,132.0,21.0,14.0,3.0
variant_867,123.0,18.0,21.0,17.0
variant_868,162.0,0.0,0.0,0.0
variant_869,24.0,0.0,0.0,0.0
variant_870,341.0,47.0,0.0,6.0
variant_871,2240.0,363.0,230.0,233.0
variant_872,882.0,98.0,33.0,19.0
variant_873,459.0,30.0,12.0,2.0
variant_874,279.0,20.0,0.0,0.0
variant_875,468.0,123.0,231.0,207.0
variant_876,37.0,5.0,0.0,4.0
variant_877,1826.0,490.0,1265.0,1262.0
variant_878,95.0,13.0,0.0,1.0
variant_879,468.0,44.0,15.0,9.0
variant_880,42.0,7.0,0.0,0.0
variant_881,296.0,50.0,74.0,18.0
variant_882,201.0,32.0,0.0,7.0
variant_883,427.0,4.0,0.0,0.0
variant_884,513.0,7.0,0.0,0.0
variant_885,236.0,13.0,0.0,0.0
variant_886,964.0,0.0,0.0,0.0
variant_887,148.0,0.0,0.0,0.0
variant_888,120.0,0.0,0.0,1.0
variant_889,467.0,0.0,0.0,0.0
variant_890,580.0,99.0,90.0,125.0
variant_891,192.0,37.0,55.0,19.0
variant_892,931.0,131.0,183.0,210.0
variant_893,33.0,6.0,0.0,0.0
variant_894,1695.0,289.0,391.0,267.0
variant_895,107.0,12.0,2.0,2.0
variant_896,361.0,9.0,14.0,1.0
variant_897,865.0,119.0,237.0,155.0
variant_898,1584.0,353.0,310.0,213.0
variant_899,475.0,71.0,54.0,37.0
variant_900,144.0,22.0,12.0,0.0
variant_901,348.0,100.0,288.0,131.0
variant_902,1134.0,360.0,581.0,496.0
variant_903,800.0,28.0,34.0,14.0
variant_904,107.0,2.0,0.0,7.0
variant_905,4431.0,743.0,1046.0,873.0
variant_906,1341.0,406.0,569.0,531.0
variant_907,1187.0,230.0,244.0,248.0
variant_908,158.0,27.0,14.0,11.0
variant_909,653.0,28.0,12.0,2.0
variant_910,265.0,40.0,118.0,29.0
variant_911,733.0,109.0,226.0,230.0
variant_912,407.0,50.0,32.0,18.0
variant_913,199.0,25.0,31.0,10.0
variant_914,274.0,46.0,13.0,16.0
variant_915,709.0,123.0,227.0,253.0
variant_916,3079.0,703.0,1008.0,1058.0
variant_917,312.0,44.0,56.0,69.0
variant_918,1740.0,273.0,239.0,346.0
variant_919,1154.0,269.0,291.0,327.0
variant_920,22.0,11.0,0.0,0.0
variant_921,2034.0,411.0,387.0,373.0
variant_922,250.0,27.0,13.0,20.0
variant_923,1081.0,212.0,298.0,342.0
variant_924,333.0,56.0,153.0,201.0
variant_925,1380.0,348.0,767.0,657.0
variant_926,16.0,0.0,0.0,0.0
variant_927,920.0,154.0,218.0,183.0
variant_928,14.0,0.0,0.0,3.0
variant_929,3401.0,501.0,685.0,572.0
variant_930,372.0,29.0,22.0,10.0
variant_931,172.0,0.0,1.0,0.0
variant_932,80.0,5.0,0.0,1.0
variant_933,171.0,15.0,5.0,39.0
variant_934,318.0,70.0,25.0,1.0
variant_935,180.0,14.0,10.0,8.0
variant_936,648.0,115.0,97.0,167.0
variant_937,1700.0,284.0,228.0,197.0
variant_938,357.0,157.0,154.0,151.0
variant_939,83.0,24.0,2.0,3.0
variant_940,15.0,2.0,37.0,27.0
variant_941,122.0,28.0,9.0,9.0
variant_942,1353.0,263.0,431.0,412.0
variant_943,782.0,133.0,236.0,235.0
variant_944,553.0,98.0,130.0,197.0
variant_945,609.0,77.0,80.0,84.0
variant_946,1803.0,348.0,441.0,388.0
variant_947,188.0,24.0,13.0,4.0
variant_948,850.0,119.0,265.0,145.0
variant_949,2426.0,112.0,4.0,4.0
variant_950,448.0,11.0,37.0,12.0
variant_951,118.0,17.0,4.0,0.0
variant_952,37.0,0.0,11.0,1.0
variant_953,1102.0,59.0,31.0,1.0
variant_954,506.0,23.0,0.0,9.0
variant_955,373.0,0.0,0.0,0.0
variant_956,2488.0,115.0,50.0,9.0
variant_957,598.0,75.0,27.0,0.0
variant_958,183.0,1.0,0.0,0.0
variant_959,1128.0,99.0,12.0,13.0
variant_960,538.0,20.0,8.0,14.0
variant_961,2775.0,163.0,73.0,39.0
variant_962,471.0,73.0,50.0,25.0
variant_963,159.0,9.0,16.0,0.0
variant_964,711.0,103.0,90.0,48.0
variant_965,4998.0,283.0,59.0,39.0
variant_966,2775.0,138.0,12.0,22.0
variant_967,566.0,13.0,0.0,0.0
variant_968,543.0,50.0,0.0,6.0
variant_969,738.0,22.0,6.0,7.0
variant_970,2634.0,87.0,1.0,4.0
variant_971,1275.0,128.0,45.0,27.0
variant_972,617.0,24.0,0.0,4.0
variant_973,3680.0,190.0,51.0,36.0
variant_974,477.0,19.0,8.0,1.0
variant_975,50.0,0.0,0.0,0.0
variant_976,7217.0,586.0,353.0,212.0
variant_977,1346.0,218.0,87.0,74.0
variant_978,176.0,13.0,0.0,0.0
variant_979,1513.0,138.0,90.0,37.0
variant_980,342.0,52.0,9.0,3.0
variant_981,702.0,16.0,11.0,8.0
variant_982,792.0,40.0,7.0,1.0
variant_983,221.0,0.0,12.0,1.0
variant_984,5120.0,452.0,249.0,148.0
variant_985,3620.0,222.0,107.0,61.0
variant_986,1038.0,48.0,1.0,1.0
variant_987,729.0,60.0,22.0,9.0
variant_988,2739.0,137.0,18.0,11.0
variant_989,160.0,0.0,0.0,3.0
variant_990,780.0,138.0,118.0,79.0
variant_991,4183.0,334.0,166.0,96.0
variant_992,713.0,59.0,38.0,19.0
variant_993,1458.0,51.0,48.0,16.0
variant_994,145.0,0.0,0.0,0.0
variant_995,337.0,9.0,0.0,0.0
variant_996,2210.0,103.0,21.0,5.0
variant_997,1847.0,79.0,22.0,18.0
variant_998,519.0,6.0,0.0,2.0
variant_999,37.0,0.0,0.0,0.0
variant_1000,565.0,2.0,0.0,0.0
variant_1001,5745.0,286.0,41.0,38.0
variant_1002,29.0,0.0,0.0,0.0
variant_1003,366.0,13.0,0.0,2.0
variant_1004,210.0,24.0,3.0,0.0
variant_1005,1051.0,26.0,0.0,0.0
variant_1006,172.0,6.0,0.0,0.0
variant_1007,585.0,44.0,13.0,7.0
variant_1008,430.0,16.0,1.0,0.0
variant_1009,379.0,16.0,4.0,1.0
variant_1010,453.0,30.0,0.0,0.0
variant_1011,20.0,0.0,0.0,0.0
variant_1012,31.0,0.0,0.0,0.0
variant_1013,942.0,28.0,42.0,25.0
variant_1014,115.0,6.0,3.0,0.0
variant_1015,2036.0,225.0,109.0,116.0
variant_1016,254.0,11.0,12.0,12.0
variant_1017,273.0,26.0,25.0,3.0
variant_1018,3182.0,163.0,28.0,24.0
variant_1019,492.0,34.0,21.0,0.0
variant_1020,4726.0,169.0,21.0,32.0
variant_1021,1775.0,75.0,39.0,24.0
variant_1022,1373.0,58.0,9.0,10.0
variant_1023,13282.0,622.0,138.0,89.0
variant_1024,918.0,111.0,28.0,9.0
variant_1025,1382.0,60.0,36.0,1.0
variant_1026,426.0,54.0,54.0,11.0
variant_1027,2816.0,295.0,128.0,73.0
variant_1028,5282.0,355.0,223.0,127.0
variant_1029,344.0,2.0,0.0,0.0
variant_1030,646.0,40.0,12.0,4.0
variant_1031,157.0,32.0,0.0,15.0
variant_1032,1056.0,136.0,68.0,33.0
variant_1033,5988.0,522.0,251.0,161.0
variant_1034,2640.0,213.0,60.0,21.0
variant_1035,316.0,20.0,1.0,3.0
variant_1036,6822.0,467.0,118.0,81.0
variant_1037,383.0,1.0,0.0,0.0
variant_1038,1390.0,67.0,36.0,3.0
variant_1039,377.0,17.0,3.0,12.0
variant_1040,960.0,136.0,79.0,52.0
variant_1041,432.0,42.0,67.0,37.0
variant_1042,1000.0,186.0,288.0,170.0
variant_1043,1191.0,100.0,11.0,16.0
variant_1044,171.0,0.0,0.0,5.0
variant_1045,1915.0,219.0,163.0,166.0
variant_1046,3249.0,397.0,348.0,222.0
variant_1047,273.0,62.0,46.0,33.0
variant_1048,86.0,12.0,0.0,0.0
variant_1049,7945.0,837.0,754.0,539.0
variant_1050,566.0,94.0,106.0,62.0
variant_1051,2175.0,85.0,134.0,164.0
variant_1052,2042.0,252.0,212.0,158.0
variant_1053,445.0,39.0,5.0,9.0
variant_1054,6221.0,415.0,129.0,57.0
variant_1055,2073.0,100.0,33.0,15.0
variant_1056,2978.0,147.0,21.0,24.0
variant_1057,565.0,64.0,56.0,17.0
variant_1058,536.0,29.0,0.0,0.0
variant_1059,146.0,10.0,0.0,0.0
variant_1060,886.0,103.0,9.0,15.0
variant_1061,448.0,57.0,18.0,15.0
variant_1062,2675.0,134.0,18.0,13.0
variant_1063,179.0,3.0,5.0,0.0
variant_1064,130.0,18.0,0.0,0.0
variant_1065,232.0,8.0,0.0,0.0
variant_1066,1046.0,99.0,1.0,2.0
variant_1067,2573.0,27.0,6.0,2.0
variant_1068,648.0,19.0,0.0,0.0
variant_1069,221.0,0.0,2.0,0.0
variant_1070,18.0,7.0,0.0,0.0
variant_1071,3109.0,35.0,0.0,1.0
variant_1072,7260.0,450.0,155.0,67.0
variant_1073,1435.0,204.0,82.0,42.0
variant_1074,300.0,2.0,0.0,0.0
variant_1075,64.0,1.0,0.0,0.0
variant_1076,1257.0,77.0,12.0,8.0
variant_1077,406.0,15.0,0.0,0.0
variant_1078,577.0,5.0,0.0,0.0
variant_1079,854.0,96.0,69.0,35.0
variant_1080,179.0,30.0,6.0,0.0
variant_1081,1018.0,63.0,16.0,1.0
variant_1082,293.0,30.0,33.0,2.0
variant_1083,148.0,0.0,0.0,0.0
variant_1084,535.0,63.0,27.0,1.0
variant_1085,897.0,72.0,14.0,2.0
variant_1086,411.0,37.0,27.0,9.0
variant_1087,5041.0,437.0,168.0,114.0
variant_1088,4164.0,357.0,134.0,110.0
variant_1089,565.0,22.0,6.0,0.0
variant_1090,718.0,81.0,50.0,87.0
variant_1091,412.0,35.0,20.0,6.0
variant_1092,4132.0,224.0,76.0,41.0
variant_1093,563.0,75.0,30.0,9.0
variant_1094,4655.0,428.0,233.0,149.0
variant_1095,837.0,78.0,41.0,23.0
variant_1096,212.0,18.0,11.0,13.0
variant_1097,574.0,30.0,20.0,1.0
variant_1098,402.0,22.0,1.0,7.0
variant_1099,459.0,25.0,7.0,3.0
variant_1100,7141.0,347.0,95.0,81.0
variant_1101,1451.0,88.0,13.0,20.0
variant_1102,185.0,19.0,0.0,0.0
variant_1103,529.0,42.0,0.0,0.0
variant_1104,6691.0,367.0,90.0,66.0
variant_1105,293.0,7.0,0.0,0.0
variant_1106,64.0,2.0,0.0,0.0
variant_1107,8921.0,637.0,250.0,177.0
variant_1108,5095.0,450.0,181.0,118.0
variant_1109,474.0,0.0,0.0,0.0
variant_1110,1036.0,141.0,120.0,136.0
variant_1111,77.0,0.0,0.0,0.0
variant_1112,85.0,7.0,0.0,0.0
variant_1113,413.0,21.0,0.0,0.0
variant_1114,388.0,0.0,0.0,0.0
variant_1115,1090.0,134.0,56.0,21.0
variant_1116,254.0,12.0,9.0,0.0
variant_1117,114.0,5.0,0.0,0.0
variant_1118,614.0,48.0,2.0,12.0
variant_1119,938.0,105.0,73.0,41.0
variant_1120,1749.0,100.0,24.0,22.0
variant_1121,860.0,77.0,84.0,42.0
variant_1122,572.0,34.0,12.0,20.0
variant_1123,846.0,90.0,109.0,28.0
variant_1124,534.0,30.0,16.0,3.0
variant_1125,742.0,60.0,30.0,12.0
variant_1126,1806.0,12.0,0.0,0.0
variant_1127,1070.0,33.0,8.0,4.0
variant_1128,689.0,5.0,11.0,4.0
variant_1129,3789.0,749.0,883.0,831.0
variant_1130,149.0,4.0,0.0,1.0
variant_1131,203.0,0.0,0.0,0.0
variant_1132,134.0,8.0,6.0,7.0
variant_1133,821.0,135.0,214.0,134.0
variant_1134,4161.0,244.0,162.0,47.0
variant_1135,256.0,31.0,0.0,0.0
variant_1136,468.0,14.0,5.0,1.0
variant_1137,869.0,166.0,133.0,106.0
variant_1138,526.0,64.0,13.0,12.0
variant_1139,4414.0,696.0,904.0,1033.0
variant_1140,2723.0,629.0,716.0,568.0
variant_1141,228.0,3.0,4.0,0.0
variant_1142,23.0,0.0,0.0,0.0
variant_1143,1053.0,98.0,32.0,38.0
variant_1144,984.0,175.0,160.0,128.0
variant_1145,24.0,0.0,11.0,11.0
variant_1146,3.0,0.0,0.0,0.0
variant_1147,29.0,11.0,0.0,0.0
variant_1148,306.0,78.0,94.0,93.0
variant_1149,402.0,92.0,96.0,58.0
variant_1150,43.0,1.0,4.0,0.0
variant_1151,429.0,52.0,29.0,19.0
variant_1152,1815.0,312.0,321.0,300.0
variant_1153,1458.0,226.0,289.0,272.0
variant_1154,1596.0,123.0,198.0,148.0
variant_1155,54.0,12.0,0.0,0.0
variant_1156,182.0,15.0,12.0,5.0
variant_1157,141.0,4.0,0.0,0.0
variant_1158,369.0,51.0,62.0,48.0
variant_1159,570.0,51.0,0.0,21.0
variant_1160,1111.0,99.0,37.0,8.0
variant_1161,435.0,121.0,277.0,277.0
variant_1162,1028.0,307.0,182.0,136.0
variant_1163,381.0,62.0,23.0,39.0
variant_1164,1493.0,311.0,315.0,250.0
variant_1165,2540.0,406.0,390.0,217.0
variant_1166,153.0,25.0,17.0,1.0
variant_1167,659.0,119.0,191.0,121.0
variant_1168,124.0,12.0,0.0,0.0
variant_1169,1076.0,252.0,271.0,236.0
variant_1170,188.0,68.0,3.0,13.0
variant_1171,200.0,23.0,2.0,0.0
variant_1172,1124.0,201.0,74.0,77.0
variant_1173,480.0,16.0,0.0,0.0
variant_1174,1281.0,210.0,297.0,271.0
variant_1175,111.0,11.0,0.0,9.0
variant_1176,2278.0,296.0,267.0,393.0
variant_1177,1946.0,317.0,263.0,219.0
variant_1178,763.0,66.0,70.0,98.0
variant_1179,757.0,158.0,301.0,209.0
variant_1180,94.0,5.0,1.0,0.0
variant_1181,514.0,76.0,131.0,92.0
variant_1182,222.0,30.0,37.0,66.0
variant_1183,135.0,10.0,0.0,8.0
variant_1184,907.0,180.0,184.0,173.0
variant_1185,396.0,46.0,0.0,2.0
variant_1186,1839.0,300.0,461.0,444.0
variant_1187,984.0,128.0,182.0,159.0
variant_1188,174.0,12.0,0.0,2.0
variant_1189,219.0,68.0,69.0,91.0
variant_1190,307.0,21.0,36.0,41.0
variant_1191,915.0,182.0,242.0,207.0
variant_1192,112.0,17.0,11.0,5.0
variant_1193,54.0,8.0,0.0,0.0
variant_1194,777.0,158.0,304.0,252.0
variant_1195,138.0,8.0,4.0,5.0
variant_1196,391.0,25.0,29.0,15.0
variant_1197,375.0,115.0,150.0,163.0
variant_1198,1209.0,234.0,572.0,478.0
variant_1199,159.0,16.0,2.0,3.0
variant_1200,34.0,1.0,5.0,0.0
variant_1201,1400.0,213.0,514.0,397.0
variant_1202,1476.0,262.0,289.0,320.0
variant_1203,75.0,19.0,1.0,28.0
variant_1204,562.0,99.0,28.0,15.0
variant_1205,1389.0,358.0,569.0,319.0
variant_1206,457.0,25.0,18.0,1.0
variant_1207,320.0,1.0,0.0,0.0
variant_1208,1867.0,460.0,582.0,339.0
variant_1209,1056.0,164.0,301.0,225.0
variant_1210,667.0,25.0,1.0,0.0
variant_1211,109.0,5.0,16.0,0.0
variant_1212,315.0,14.0,11.0,13.0
variant_1213,161.0,18.0,0.0,4.0
variant_1214,77.0,3.0,0.0,0.0
variant_1215,77.0,9.0,4.0,0.0
variant_1216,475.0,95.0,136.0,128.0
variant_1217,1617.0,258.0,433.0,357.0
variant_1218,1615.0,266.0,375.0,277.0
variant_1219,3893.0,619.0,483.0,401.0
variant_1220,137.0,0.0,0.0,0.0
variant_1221,576.0,4.0,0.0,0.0
variant_1222,364.0,4.0,0.0,0.0
variant_1223,501.0,52.0,43.0,49.0
variant_1224,1019.0,134.0,141.0,145.0
variant_1225,501.0,66.0,85.0,52.0
variant_1226,207.0,10.0,0.0,3.0
variant_1227,1546.0,346.0,524.0,302.0
variant_1228,387.0,73.0,69.0,44.0
variant_1229,614.0,170.0,117.0,133.0
variant_1230,1070.0,133.0,227.0,161.0
variant_1231,1252.0,15.0,1.0,3.0
variant_1232,1568.0,32.0,0.0,3.0
variant_1233,69.0,0.0,0.0,0.0
variant_1234,555.0,0.0,0.0,0.0
variant_1235,2227.0,10.0,11.0,1.0
variant_1236,3135.0,567.0,737.0,583.0
variant_1237,452.0,78.0,117.0,99.0
variant_1238,130.0,45.0,46.0,77.0
variant_1239,14982.0,2388.0,2602.0,1724.0
variant_1240,3824.0,680.0,1194.0,851.0
variant_1241,1476.0,421.0,541.0,459.0
variant_1242,2182.0,338.0,349.0,323.0
variant_1243,90.0,5.0,0.0,0.0
variant_1244,120.0,2.0,0.0,0.0
variant_1245,1204.0,204.0,355.0,337.0
variant_1246,773.0,58.0,10.0,35.0
variant_1247,618.0,17.0,0.0,0.0
variant_1248,638.0,18.0,0.0,0.0
variant_1249,432.0,12.0,0.0,0.0
variant_1250,121.0,13.0,0.0,0.0
variant_1251,28.0,1.0,0.0,0.0
variant_1252,510.0,66.0,5.0,9.0
variant_1253,1372.0,273.0,193.0,264.0
variant_1254,29.0,1.0,0.0,9.0
variant_1255,272.0,18.0,1.0,8.0
variant_1256,435.0,2.0,0.0,1.0
variant_1257,1094.0,260.0,367.0,365.0
variant_1258,713.0,77.0,43.0,33.0
variant_1259,304.0,87.0,82.0,99.0
variant_1260,447.0,65.0,60.0,38.0
variant_1261,443.0,55.0,29.0,2.0
variant_1262,636.0,123.0,61.0,69.0
variant_1263,936.0,166.0,419.0,415.0
variant_1264,759.0,170.0,283.0,365.0
variant_1265,1792.0,250.0,314.0,382.0
variant_1266,537.0,38.0,8.0,25.0
variant_1267,236.0,29.0,2.0,0.0
variant_1268,620.0,140.0,292.0,508.0
variant_1269,134.0,4.0,0.0,0.0
variant_1270,244.0,8.0,0.0,0.0
variant_1271,128.0,3.0,0.0,0.0
variant_1272,1221.0,293.0,647.0,525.0
variant_1273,204.0,79.0,63.0,53.0
variant_1274,970.0,126.0,154.0,138.0
variant_1275,8.0,1.0,0.0,0.0
variant_1276,277.0,28.0,0.0,0.0
variant_1277,262.0,8.0,2.0,0.0
variant_1278,724.0,63.0,38.0,21.0
variant_1279,85.0,4.0,0.0,0.0
variant_1280,1158.0,408.0,565.0,475.0
variant_1281,21.0,0.0,4.0,0.0
variant_1282,264.0,15.0,3.0,1.0
variant_1283,1381.0,240.0,282.0,281.0
variant_1284,271.0,36.0,39.0,14.0
variant_1285,485.0,68.0,101.0,198.0
variant_1286,562.0,130.0,117.0,197.0
variant_1287,698.0,63.0,13.0,10.0
variant_1288,11.0,1.0,9.0,5.0
variant_1289,793.0,85.0,124.0,132.0
variant_1290,800.0,135.0,136.0,74.0
variant_1291,243.0,11.0,1.0,1.0
variant_1292,535.0,94.0,84.0,104.0
variant_1293,699.0,76.0,132.0,160.0
variant_1294,365.0,44.0,31.0,4.0
variant_1295,319.0,17.0,0.0,15.0
