,T0PV,T1,T2,T3,T4,T5
variant_2941,1458,0,1,2,0,1
variant_2942,1253,0,0,2,0,0
variant_2943,3206,0,330,3,1,2
variant_2944,7200,1,3,10,2,0
variant_2945,4928,1086,788,5,3,0
variant_2946,19,16,90,1049,9,8
variant_2947,2048,3,569,7,0,0
variant_2948,497,1122,142,0,0,0
variant_2949,1010,0,1,1,0,0
variant_2950,8642,1077,19,13,2,2
variant_2951,2743,3,2,3,0,0
variant_2952,2623,0,1,1,0,0
variant_2953,13215,3132,3342,3524,1425,125
variant_2954,2818,1,1,2,0,0
variant_2955,141280,14465,4888,1292,47,18
variant_2956,2537,1,1,0,0,0
variant_2957,1156,0,0,2,1,0
variant_2958,9509,2,2,9,1,2
variant_2959,2333,1,3,2,0,1
variant_2960,1110,0,0,1,0,0
variant_2961,16224,2,17,16,6,1
variant_2962,9985,3,11,11,2,0
variant_2963,2339,4093,4,3,2,0
variant_2964,3171,1,1,2,0,0
variant_2965,5689,1,1,5,1,0
variant_2966,2070,0,1,0,2,0
variant_2967,1283,0,0,0,0,0
variant_2968,2204,419,4,5,0,0
variant_2969,1928,0,0,1,0,0
variant_2970,6147,1425,17,8,1,1
variant_2971,1138,0,2,2,0,1
variant_2972,1128,1,1,0,0,0
variant_2973,3192,0,8,5,3,0
variant_2974,799,2358,41,2,0,1
variant_2975,1237,0,2,1,0,0
variant_2976,11406,0,16,7,3,0
variant_2977,3925,59969,43623,46393,8125,3518
variant_2978,1403,0,0,2,0,0
variant_2979,7429,2256,66,9,5,2
variant_2980,3239,1586,318,6,3,0
variant_2981,2207,0,0,3,0,0
variant_2982,8918,0,2,13,2,0
variant_2983,2617,0,1,1,1,0
variant_2984,921,559,1,1,0,0
variant_2985,1965,0,3,5,0,0
variant_2986,6958,1,2,6,1,0
variant_2987,28472,857,15,35,6,3
variant_2988,1052,1,1,1,0,0
variant_2989,1247,0,1,3,0,0
variant_2990,1243,0,1,0,0,0
variant_2991,1322,0,1,0,0,0
variant_2992,1656,0,1,1,0,1
variant_2993,1843,0,2,3,1,0
variant_2994,1359,1,0,1,0,0
variant_2995,2644,0,43,1,0,0
variant_2996,2549,0,1,0,0,0
variant_2997,5783,0,3,1,1,1
variant_2998,4638,0,4,6,0,0
variant_2999,1826,0,1,2,0,0
variant_3000,7299,2,1,3,2,0
variant_3001,2058,1,1,2,0,0
variant_3002,1409,1,2,3,0,2
variant_3003,150,5885,2,2,4,1
variant_3004,131010,20000,4272,131,39,22
variant_3005,13800,1,6,7,2,1
variant_3006,143865,23718,2982,138,37,29
variant_3007,4665,0,1,5,1,1
variant_3008,1798,0,5,2,1,0
variant_3009,1715,1,2,0,0,0
variant_3010,4849,3068,2718,714,5,2
variant_3011,6664,2,23,7,2,0
variant_3012,1029,1,1,0,0,0
variant_3013,1583,0,1,2,1,0
variant_3014,1972,1,26,1,0,0
variant_3015,30241,7935,325,37,5,7
variant_3016,7161,32392,1238,18,7,8
variant_3017,3921,1,190,2,2,1
variant_3018,3767,2694,48,7,3,0
variant_3019,3010,1,2,1,1,0
variant_3020,1171,1,0,0,0,0
variant_3021,3333,0,3,9,2,0
variant_3022,6530,9,297,157,4,3
variant_3023,1389,0,0,3,0,0
variant_3024,1793,1,2,2,0,1
variant_3025,7036,1,91,77,1,2
variant_3026,7954,868,194,8,2,0
variant_3027,5046,1,299,4,1,1
variant_3028,1974,993,737,0,0,0
variant_3029,1351,0,10,1,0,0
variant_3030,2536,2,3,4,3,0
variant_3031,1513,0,2,2,1,0
variant_3032,1016,0,0,1,0,0
variant_3033,5198,1,9,2,2,0
variant_3034,4094,1,2,2,2,0
variant_3035,6642,2015,175,5,1,0
variant_3036,1080,2,0,2,0,1
variant_3037,2328,0,2,0,0,0
variant_3038,1878,0,0,0,0,0
variant_3039,1330,2,1,2,0,0
variant_3040,1414,2,1,2,0,0
variant_3041,1245,0,1,4,0,0
variant_3042,1074,0,0,0,0,0
variant_3043,2759,2,1,5,0,1
variant_3044,2772,5745,1356,6,0,1
variant_3045,16171,3,8,15,2,2
variant_3046,1293,0,1,1,0,0
variant_3047,2980,2,4,5,2,1
variant_3048,3776,0,3,3,1,1
variant_3049,8799,1,3,12,0,1
variant_3050,2484,705,350,5,0,0
variant_3051,4448,1,131,4,2,1
variant_3052,1906,0,0,3,0,0
variant_3053,1042,0,0,2,0,0
variant_3054,1391,0,1,2,0,0
variant_3055,10123,2,5,5,4,1
variant_3056,10042,0,6,6,1,0
variant_3057,5676,1048,29,6,3,0
variant_3058,1254,1,0,2,1,0
variant_3059,32010,2343,122,29,7,2
variant_3060,2882,1,2,3,0,1
variant_3061,1921,1,2,3,0,0
variant_3062,1200,1,0,4,0,0
variant_3063,14629,2,17,15,4,4
variant_3064,4776,1,3,6,4,0
variant_3065,4084,1,2,3,0,0
variant_3066,1755,0,0,0,1,1
variant_3067,3175,2,2,3,2,0
variant_3068,1095,0,356,2,0,0
variant_3069,1626,0,0,2,0,0
variant_3070,22738,2606,69,17,5,3
variant_3071,7668,10161,344,13,4,1
variant_3072,4970,1,0,1,1,1
variant_3073,5310,2,1,4,2,0
variant_3074,2849,1,28,0,0,0
variant_3075,1902,0,134,4,0,2
variant_3076,5102,0,26,4,2,1
variant_3077,1545,2,0,2,0,0
variant_3078,1367,402,342,5,2,0
variant_3079,21422,69,38,22,3,1
variant_3080,2902,0,2,3,2,0
variant_3081,47290,10650,1769,52,13,8
variant_3082,1194,0,0,0,0,0
variant_3083,1448,1,1,2,0,0
variant_3084,1483,0,1,2,0,0
variant_3085,1302,0,0,0,0,0
variant_3086,33840,10883,1079,40,13,2
variant_3087,1668,0,3,2,0,0
variant_3088,5508,8074,7,9,2,1
variant_3089,1903,0,6,1,1,1
variant_3090,3204,6170,1612,8,3,3
variant_3091,2013,1743,2,3,0,2
variant_3092,2495,1863,139,2,0,0
variant_3093,1568,1990,469,2,1,1
variant_3094,2188,1,3,1,0,0
variant_3095,3030,1,0,0,0,1
variant_3096,3421,1,0,5,0,0
variant_3097,328,1118,3,0,0,0
variant_3098,1929,0,2,1,0,1
variant_3099,2012,0,1,2,0,0
variant_3100,1016,0,13,2,0,0
variant_3101,35021,6262,2254,699,22,2
variant_3102,43558,4770,2833,3410,18,6
variant_3103,13769,5,588,156,9,0
variant_3104,1378,0,1,1,0,0
variant_3105,534,2818,79,0,3,0
variant_3106,5788,3,90,4,1,2
variant_3107,5231,0,23,7,2,0
variant_3108,2214,0,7,0,0,0
variant_3109,2338,0,2,3,0,0
variant_3110,1611,0,2,1,2,0
variant_3111,9413,4256,1203,1436,2,2
variant_3112,16734,5,294,19,5,3
variant_3113,11858,6,975,56,6,0
variant_3114,10798,4361,1552,14,4,7
variant_3115,7247,2835,55,10,1,0
variant_3116,1950,0,1,6,0,0
variant_3117,2884,0,1,1,3,0
variant_3118,2226,0,0,1,1,0
variant_3119,2077,0,13,1,1,0
variant_3120,1619,2,0,3,0,0
variant_3121,1017,1,1,1,0,0
variant_3122,8782,19763,611,81,6,3
variant_3123,5586,2,29,3,1,1
variant_3124,2876,0,1,0,1,0
variant_3125,3710,2,32,2,2,0
variant_3126,1336,1,0,1,0,0
variant_3127,1635,0,0,3,0,0
variant_3128,2074,1,1,2,1,0
variant_3129,1001,0,0,2,0,0
variant_3130,1541,0,1,0,0,0
variant_3131,1268,0,28,0,0,0
variant_3132,1071,1843,11,1,3,1
variant_3133,794,484,286,1,0,0
variant_3134,1213,0,0,2,0,0
variant_3135,6465,2520,34,8,3,2
variant_3136,3118,2,1,3,1,0
variant_3137,1133,1,0,2,0,0
variant_3138,1209,0,0,2,0,0
variant_3139,1162,11,946,6852,3141,356
variant_3140,4,2,25,2622,0,1
variant_3141,2139,10,1651,9316,9704,20917
variant_3142,5064,0,25,19,11,18
variant_3143,2099,1,8,2,0,0
variant_3144,4096,2,3,5,1,0
variant_3145,2172,1,0,1,0,0
variant_3146,2838,0,2,7,0,0
variant_3147,738,2947,5,0,0,0
variant_3148,1342,0,1,1,0,0
variant_3149,98828,38383,41929,114845,172128,362385
variant_3150,461,169,400,471,740,1604
variant_3151,78,29,41,1205,116,244
variant_3152,128,67,60,356,271,548
variant_3153,244,58,90,273,301,503
variant_3154,186,52,49,163,220,407
variant_3155,180,46,66,205,281,590
variant_3156,2343,1,4,1,0,1
variant_3157,7468,2699,16,9,4,2
variant_3158,3372,2,24,3,2,0
variant_3159,2164,0,1,1,0,0
variant_3160,1458,0,1,2,0,0
variant_3161,1173,1,1,1,0,0
variant_3162,1288,0,0,0,0,0
variant_3163,177,52,54,216,259,388
variant_3164,33,36,35,170,932,1039
variant_3165,9231,1098,11,17,4,3
variant_3166,2567,2,1,1,3,0
variant_3167,2465,1,1,1,1,2
variant_3168,1117,1,1,1,1,0
variant_3169,989,2202,172,3,1,0
variant_3170,6131,0,3,7,1,2
variant_3171,5663,0,3,7,0,0
variant_3172,6514,543,4,4,4,2
variant_3173,104,109,108,593,3319,3812
variant_3174,26,24,38,163,1027,1100
variant_3175,5688,4115,69,6,2,0
variant_3176,3364,0,2,5,6,7
variant_3177,2849,1,3,1,0,0
variant_3178,1434,0,4,0,0,0
variant_3179,518,1405,1641,9353,55425,67448
variant_3180,39,85,106,483,3189,3843
variant_3181,9,51,89,392,2444,3054
variant_3182,25,21,27,152,858,954
variant_3183,3351,1,1,2,1,1
variant_3184,1446,1,468,3232,2,0
variant_3185,2433,1,1175,7,1,0
variant_3186,1531,1,1,0,0,0
variant_3187,3192,692,0,4,1,0
variant_3188,22,16,14,83,495,575
variant_3189,5897,1,1,7,1,1
variant_3190,1124,0,0,4,0,0
variant_3191,863,5136,55,5,0,3
variant_3192,9549,6,5,11,4,1
variant_3193,2912,0,67,2,0,0
variant_3194,9342,1346,132,8,1,2
variant_3195,3260,2,2,3,0,0
variant_3196,2720,2,2,5,0,0
variant_3197,3523,0,1,3,1,1
variant_3198,1147,0,0,1,0,0
variant_3199,1896,0,1,4,0,0
variant_3200,22064,1707,263,17,6,1
variant_3201,2992,0,0,4,0,1
variant_3202,1168,0,41,2,1,0
variant_3203,1257,3260,801,4,1,0
variant_3204,5268,2,6,4,3,0
variant_3205,2094,1,335,3,0,0
variant_3206,2244,0,4,2,0,0
variant_3207,1251,0,35,0,0,0
variant_3208,9624,0,3,8,1,0
variant_3209,833,256,0,1,0,0
variant_3210,2685,0,1,6,2,0
variant_3211,4128,2902,29,3,2,3
variant_3212,2876,0,1,4,0,1
variant_3213,1348,0,1,1,0,0
variant_3214,1426,1306,2,2,0,0
variant_3215,5942,1,31,9,2,0
variant_3216,2204,1,1,1,2,0
variant_3217,20734,1497,188,23,8,1
variant_3218,2884,0,5,5,2,0
variant_3219,232,131,66,92,217,263
variant_3220,1160,0,0,1,0,0
variant_3221,10325,1,389,9,1,0
variant_3222,8596,0,28,7,1,3
variant_3223,4739,1,3,2,0,0
variant_3224,1995,0,2,1,1,0
variant_3225,73288,13374,2268,10326,67,12
variant_3226,1909,1,1,0,0,0
variant_3227,1263,0,1,0,1,0
variant_3228,1479,0,0,2,0,0
variant_3229,3530,1,3,3,1,1
variant_3230,1413,0,1,1,0,0
variant_3231,1267,0,2,1,0,0
variant_3232,3558,1,4,4,1,0
variant_3233,1023,0,1,1,0,0
variant_3234,1754,0,0,1,0,1
variant_3235,8111,3,75,9,2,2
variant_3236,2383,0,0,3,1,0
variant_3237,1286,0,1,2,0,0
variant_3238,2559,1,1,2,0,0
variant_3239,1993,2,0,1,0,1
variant_3240,2231,2375,3,2,0,3
variant_3241,1283,1,0,0,0,0
variant_3242,1409,0,3,2,0,0
variant_3243,1128,0,0,2,0,0
variant_3244,4320,1,3,3,3,2
variant_3245,1570,0,300,1,1,0
variant_3246,1040,0,1,0,0,0
variant_3247,43,11,19,90,516,619
variant_3248,3068,0,2,2,1,1
variant_3249,1375,1,1,0,1,0
variant_3250,21157,4,132,17,6,2
variant_3251,3015,1,3,1,0,2
variant_3252,1719,1,2,3,0,0
variant_3253,37466,10,83,41,7,3
variant_3254,1556,0,0,2,0,0
variant_3255,1792,0,1,1,0,0
variant_3256,1877,723,2,0,3,0
variant_3257,19784,6,32,15,10,6
variant_3258,2935,2,87,4,0,0
variant_3259,4631,2,4,4,0,0
variant_3260,1663,5322,28,1,1,3
variant_3261,2550,1,0,2,0,1
variant_3262,3625,1,2,3,1,0
variant_3263,1447,0,0,1,0,0
variant_3264,673,885,52,1,0,0
variant_3265,1914,0,1,2,0,0
variant_3266,4740,1,5,3,2,0
variant_3267,2028,0,1,2,0,0
variant_3268,1454,0,0,1,1,1
variant_3269,9404,2,196,5,3,1
variant_3270,3117,0,1,4,2,0
variant_3271,1051,0,0,1,0,0
variant_3272,14656,4048,309,19,7,2
variant_3273,2647,0,1,2,2,0
variant_3274,1156,0,2,1,0,0
variant_3275,1126,0,0,1,0,0
variant_3276,9950,0,7,11,5,0
variant_3277,6756,0,5,5,1,1
variant_3278,1482,1,2,1,0,0
variant_3279,4803,2,3,9,3,0
variant_3280,1051,0,170,1,0,0
variant_3281,1552,0,3,1,1,1
variant_3282,1705,0,0,1,0,0
variant_3283,1017,0,0,2,0,0
variant_3284,11862,1703,7,6,2,3
variant_3285,1674,0,2,0,0,0
variant_3286,22660,35,652,15,10,2
variant_3287,4232,0,4,3,4,0
variant_3288,5902,3187,40,4357,471,3
variant_3289,1795,0,1,0,0,0
variant_3290,2478,0,171,6,0,0
variant_3291,7417,2721,1674,12,7,3
variant_3292,1109,0,0,0,0,0
variant_3293,1892,1794,0,1,1,2
variant_3294,8538,1,206,6,2,1
variant_3295,1012,0,0,0,0,0
variant_3296,3497,1,106,4,0,1
variant_3297,1430,0,1,2,0,0
variant_3298,1535,0,0,5,0,0
variant_3299,1398,0,0,3,1,0
variant_3300,19992,854,78,21,10,1
variant_3301,23461,699,355,15,4,1
variant_3302,13010,8874,4167,18,4,3
variant_3303,10027,2,16,11,3,0
variant_3304,3940,1,172,4,2,0
variant_3305,12391,1871,62,9,4,2
variant_3306,9172,2,423,8,4,2
variant_3307,58674,3993,4188,3859,23,12
variant_3308,37017,5758,1166,42,6,3
variant_3309,4790,3385,17,4,0,0
variant_3310,7964,4,4,6,3,1
variant_3311,1366,0,0,1,0,0
variant_3312,7095,11330,4185,1443,371,3
variant_3313,1245,0,1,1,0,1
variant_3314,2623,0,1,0,3,0
variant_3315,2582,1,230,2,0,1
variant_3316,4775,898,490,7,2,0
variant_3317,25818,3,35,24,4,6
variant_3318,2055,0,1,2,0,0
variant_3319,9399,1,422,13,6,2
variant_3320,8506,1,4,12,3,3
variant_3321,1798,0,0,2,0,1
variant_3322,1090,1,1,1,0,0
variant_3323,1285,0,0,1,1,0
variant_3324,2916,0,3,3,0,1
variant_3325,24322,4683,301,23,10,2
variant_3326,1864,0,0,2,1,0
variant_3327,1294,1,0,0,1,0
variant_3328,9297,1,5,10,1,0
variant_3329,1365,2000,2,6,1,1
variant_3330,4005,0,3,3,1,0
variant_3331,3648,0,160,9,0,1
variant_3332,1326,0,2,5,0,0
variant_3333,1047,0,1,0,0,0
variant_3334,1394,0,1,1,0,0
variant_3335,2594,0,1,2,0,0
variant_3336,126386,16369,7207,3576,47,21
variant_3337,27704,5,402,24,4,4
variant_3338,519,4694,17,3,0,1
variant_3339,3236,1675,1947,197,2,0
variant_3340,3087,1,3,4,0,0
variant_3341,1696,3561,640,3,1,1
variant_3342,3758,1,15,9,0,1
variant_3343,2152,1,8,1,0,0
variant_3344,2092,0,1,2,1,0
variant_3345,2374,0,1,2,0,0
variant_3346,279859,110018,23045,946,115,56
variant_3347,1659,491,115,2,1,0
variant_3348,6786,5015,567,1303,6,3
variant_3349,15752,1,6,15,7,2
variant_3350,7170,1,3,6,2,3
variant_3351,2803,1,3,2,1,0
variant_3352,4736,1,18,3,2,1
variant_3353,7241,2,7,10,3,3
variant_3354,2641,0,1,4,1,2
variant_3355,1152,0,1,2,0,0
variant_3356,301,1420,0,0,0,1
variant_3357,2555,1,0,2,0,0
variant_3358,4891,0,7,7,1,0
variant_3359,1301,0,0,3,0,0
variant_3360,209476,21014,5184,793,48,24
variant_3361,934,90,19,4,6,7
variant_3362,3436,0,0,2,0,1
variant_3363,1802,1814,3,3,0,1
variant_3364,2512,0,1,2,0,0
variant_3365,2370,1,456,5,1,0
variant_3366,37,46,45,229,1122,1389
variant_3367,13,13,27,95,570,698
variant_3368,15546,6,7,12,5,4
variant_3369,1988,1,0,2,1,0
variant_3370,1258,0,2,2,0,0
variant_3371,70,133,145,685,4130,4718
variant_3372,16,19,21,111,663,812
variant_3373,1557,0,1,2,1,2
variant_3374,1111,1,1,0,0,0
variant_3375,809,4973,61,4,2,2
variant_3376,851,1272,1,0,0,0
variant_3377,4206,0,1,2,1,3
variant_3378,1206,1,0,1,0,1
variant_3379,1105,0,1,0,2,0
variant_3380,8033,1,275,6,2,2
variant_3381,4448,1,2,3,2,0
variant_3382,57235,14324,2102,57,17,8
variant_3383,4139,1,20,5,0,0
variant_3384,4605,8,2,6,2,0
variant_3385,608,4056,250,2,1,1
variant_3386,1107,0,1,1,0,0
variant_3387,6826,7,281,7,1,1
variant_3388,1341,6712,5,0,1,1
variant_3389,6649,2,15,7,1,1
variant_3390,5473,735,4,6,0,0
variant_3391,352,3403,161,2,2,0
variant_3392,436,6344,64,2,0,1
variant_3393,1813,0,0,1,1,1
variant_3394,1177,1,0,0,0,1
variant_3395,5481,0,4,3,2,0
variant_3396,1055,0,0,1,0,0
variant_3397,77475,97693,37209,6473,53,40
variant_3398,11057,1621,115,15,1,3
variant_3399,3974,2,0,4,0,0
variant_3400,1313,0,0,3,0,0
variant_3401,1321,1,0,0,0,1
variant_3402,1297,0,1,0,1,0
variant_3403,1472,0,1,2,0,0
variant_3404,1941,0,147,4,1,1
variant_3405,7770,1,5,7,2,0
variant_3406,6602,1831,23,1,0,1
variant_3407,2516,0,0,2,0,0
variant_3408,2792,1,0,2,0,1
variant_3409,1548,2,1,2,0,0
variant_3410,1,1276,2,0,0,0
variant_3411,14595,309,817,14,5,3
variant_3412,2287,0,2,3,0,0
variant_3413,1302,0,4,2,1,2
variant_3414,2656,1,4,4,0,1
variant_3415,6131,3360,163,5,2,2
variant_3416,1055,1,0,2,1,0
variant_3417,903,1706,203,2,1,0
variant_3418,503,958,11,1,2,0
variant_3419,3581,0,7,4,0,0
variant_3420,1243,3555,36,3,0,0
variant_3421,1207,0,0,0,1,0
variant_3422,1137,0,5,2,1,0
variant_3423,1412,0,2,0,2,0
variant_3424,16132,3,593,16,4,5
variant_3425,4502,1,3,5,0,0
variant_3426,197018,13901,14351,3236,62,32
variant_3427,18736,6,70,9,3,2
variant_3428,11848,2,10,7,3,2
variant_3429,4596,4,1103,6,2,1
variant_3430,4179,0,2,5,1,0
variant_3431,3151,2022,1037,2,1,0
variant_3432,2798,0,18,2,0,0
variant_3433,2987,0,10,4,2,0
variant_3434,2763,1,1,3,1,0
variant_3435,1124,0,1,1,0,0
variant_3436,3293,0,1,2,0,2
variant_3437,943,0,270,0,1,0
variant_3438,14285,5,9,23,2,1
variant_3439,8662,4,10,7,2,0
variant_3440,2248,0,2,1,1,0
variant_3441,8444,7377,2535,3010,13012,6768
variant_3442,17099,14298,3028,1100,297,26
variant_3443,3421,0,2,3,2,0
variant_3444,2496,1,2,0,0,0
variant_3445,1982,1,0,3,0,0
variant_3446,1003,0,1,0,0,0
variant_3447,11220,15092,148,22,9,3
variant_3448,13535,1,34,13,5,1
variant_3449,7235,2,60,5,0,2
variant_3450,7597,1,4,5,2,0
variant_3451,4917,1,3,6,3,0
variant_3452,4223,0,1,1,1,1
variant_3453,3534,1,4,2,3,0
variant_3454,1825,0,1,2,0,0
variant_3455,1385,0,2,1,0,0
variant_3456,1422,0,0,0,0,0
variant_3457,1067,0,0,0,1,0
variant_3458,1037,0,1,1,0,0
variant_3459,1236,0,1,0,0,0
variant_3460,14195,1734,172,16,4,0
variant_3461,2557,847,2,2,1,0
variant_3462,2457,0,5,1,0,0
variant_3463,1251,0,1,2,1,0
variant_3464,1262,1,0,1,1,0
variant_3465,29558,1379,113,24,9,4
variant_3466,20093,18411,3615,264,7,5
variant_3467,19672,5,14,16,6,3
variant_3468,5846,1,4,4,1,0
variant_3469,1491,0,0,3,0,0
variant_3470,1639,1,3,3,0,0
variant_3471,1294,0,23,3,0,0
variant_3472,1491,1,2,0,0,0
variant_3473,29256,1389,1199,22,8,7
variant_3474,1677,6404,71,4,1,0
variant_3475,4467,2,6,4,0,1
variant_3476,3933,1,2,5,3,0
variant_3477,2664,1,5,5,0,1
variant_3478,1776,0,0,1,0,1
variant_3479,2013,0,2,2,0,0
variant_3480,2227,0,1,4,0,0
variant_3481,1035,0,155,1,0,0
variant_3482,2213,0,0,2,1,1
variant_3483,1486,2,56,2,2,0
variant_3484,11442,4797,22,17,5,2
variant_3485,309,3032,226,1,0,1
variant_3486,7733,2,1093,10,0,1
variant_3487,24094,6,10,15,11,5
variant_3488,4045,0,242,6,2,0
variant_3489,1256,0,0,0,0,0
variant_3490,1079,0,0,0,0,0
variant_3491,521,4420,3,1,0,0
variant_3492,1843,0,1,1,0,0
variant_3493,220,2381,3,1,0,1
variant_3494,1092,0,1,2,0,0
variant_3495,1261,0,2,3,0,0
variant_3496,6465,8579,57,8,6,3
variant_3497,1708,0,1,4,0,0
variant_3498,260,3110,2,0,3,0
variant_3499,1559,0,0,1,1,0
variant_3500,2521,2,5,4,1,0
variant_3501,31150,8,89,29,12,7
variant_3502,2345,6055,870,8,4,2
variant_3503,8194,2,34,13,1,1
variant_3504,2289,374,127,48,7,6
variant_3505,3348,1,1,3,2,0
variant_3506,2685,0,0,0,0,0
variant_3507,1996,25050,1255,8,4,4
variant_3508,4882,0,6,5,2,0
variant_3509,3959,2,1,5,1,1
variant_3510,2012,1,22,2,1,0
variant_3511,1012,0,1,2,0,0
variant_3512,1738,16,4,0,1,0
variant_3513,1206,150,45,13,2,0
variant_3514,3607,1,3,7,0,0
variant_3515,1200,2280,3,3,0,0
variant_3516,2605,1,2,3,1,0
variant_3517,1056,0,0,3,1,0
variant_3518,1437,1,2,4,0,0
variant_3519,1176,0,2,3,1,0
variant_3520,1228,2,1,1,0,1
variant_3521,1010,0,1,0,1,0
variant_3522,2336,2,2,2,1,0
variant_3523,2048,0,1,2,1,0
variant_3524,1164,1,2,1,0,0
variant_3525,5014,3007,988,7,0,0
variant_3526,3930,0,1,1,2,1
variant_3527,2445,0,1,5,0,0
variant_3528,2340,0,1,0,1,0
variant_3529,1018,0,1,1,0,0
variant_3530,13308,4,7,14,4,1
variant_3531,1304,0,1,1,0,0
variant_3532,364,6077,9,4,0,1
variant_3533,1703,0,1,2,0,0
variant_3534,1557,0,1,2,1,0
variant_3535,3313,1,31,3,0,0
variant_3536,1072,0,1,1,0,0
variant_3537,4169,0,8,3,3,1
variant_3538,2056,1,1,1,0,2
variant_3539,1420,1,1,1,0,0
variant_3540,2130,0,1,1,0,0
variant_3541,20566,5,42,17,3,1
variant_3542,11749,677,278,10,1,3
variant_3543,2291,3178,692,4,2,0
variant_3544,4176,2,2,5,4,2
variant_3545,5087,2,1,7,1,0
variant_3546,265,27,576,84,51,22
variant_3547,2024,0,3,4,2,0
variant_3548,1705,0,2,1,2,0
variant_3549,1065,0,0,1,0,0
variant_3550,10770,2,5,14,3,0
variant_3551,11877,1642,9,14,4,1
variant_3552,1018,318,314,170,27,10
variant_3553,1797,2,12,0,1,0
variant_3554,1466,0,1,2,0,0
variant_3555,34996,10339,2705,45,18,3
variant_3556,3670,1,30,2,2,0
variant_3557,1413,1,132,528,0,0
variant_3558,2848,0,1,1,0,1
variant_3559,1170,0,0,1,1,0
variant_3560,2825,0,33,3,0,1
variant_3561,343541,33119,95232,121247,87195,39674
variant_3562,2439,245,649,858,574,244
variant_3563,601,56,148,203,121,51
variant_3564,562,69,179,200,129,91
variant_3565,925,50,246,236,224,82
variant_3566,508,52,107,185,145,62
variant_3567,1059,0,2,0,0,0
variant_3568,11934,1,47,9,4,0
variant_3569,2932,0,0,2,0,1
variant_3570,1155,0,3,0,0,0
variant_3571,2627,3484,595,2,1,1
variant_3572,1777,1,2,4,0,0
variant_3573,2004,0,1,0,0,0
variant_3574,280091,69274,84909,54566,5782,3242
variant_3575,25616,3821,2861,1626,6,6
variant_3576,1685,365,360,311,35,27
variant_3577,14751,1460,829,19,7,1
variant_3578,10204,4,8,11,2,0
variant_3579,7938,1761,16,5,3,0
variant_3580,851,129,480,261,42,819
variant_3581,866,209,273,129,19,15
variant_3582,2972,0,1,2,1,1
variant_3583,3220,615,686,156,2,0
variant_3584,648,81,158,185,8,4
variant_3585,10916,4,2,9,2,1
variant_3586,2684,3054,11,3,1,1
variant_3587,2280,1,1,1,1,0
variant_3588,1457,0,0,1,0,0
variant_3589,1057,0,2,0,0,1
variant_3590,2261,0,4,2,1,0
variant_3591,2282,2,1,3,0,1
variant_3592,76,4095,5,2,0,2
variant_3593,1389,0,0,1,0,0
variant_3594,1139,0,2,1,0,0
variant_3595,18629,1762,34,7,8,3
variant_3596,22554,1799,726,25,4,6
variant_3597,3282,2,237,5,0,0
variant_3598,3196,0,0,4,2,1
variant_3599,1510,0,1,0,0,0
variant_3600,1059,0,2,1,2,0
variant_3601,2135,650,1,1,1,0
variant_3602,1226,1,0,1,1,0
variant_3603,1271,861,1,0,0,1
variant_3604,1301,0,0,3,0,0
variant_3605,3634,3,1,3,1,1
variant_3606,707,27,143,284,113,49
variant_3607,97,1877,16,0,1,0
variant_3608,2364,0,0,3,1,0
variant_3609,3857,0,375,4,0,1
variant_3610,6656,2,67,4,1,0
variant_3611,4505,2,4,1,1,0
variant_3612,2141,0,0,2,0,0
variant_3613,3004,1,23,2,1,0
variant_3614,1729,1,1,2,0,1
variant_3615,5026,2012,296,5,2,0
variant_3616,2142,0,1,1,2,0
variant_3617,1453,0,83,1,0,1
variant_3618,8318,0,3,5,1,2
variant_3619,7636,2662,289,7,2,3
variant_3620,100,1,1032,0,1,0
variant_3621,22012,7,126,72,7,2
variant_3622,1377,0,2,1,0,0
variant_3623,2298,0,0,3,0,0
variant_3624,10176,1802,335,11,3,0
variant_3625,2661,0,1,4,0,0
variant_3626,3080,0,1,2,1,0
variant_3627,2017,0,1,2,0,0
variant_3628,2023,0,1,0,0,1
variant_3629,28862,1488,63,41,5,6
variant_3630,4100,1,25,4,1,1
variant_3631,1305,0,2,0,0,0
variant_3632,1307,0,144,3,0,0
variant_3633,1009,0,1,0,0,0
variant_3634,2087,0,1,4,1,1
variant_3635,23345,3,41,18,6,1
variant_3636,19183,7008,68,14,5,4
variant_3637,4446,1,2,4,2,3
variant_3638,1555,1735,237,0,0,0
variant_3639,2401,1,2,3,0,0
variant_3640,1405,0,1,2,0,0
variant_3641,2004,0,1,1,1,0
variant_3642,2311,0,1,3,0,0
variant_3643,2653,0,1,2,1,2
variant_3644,1885,0,2,1,0,0
variant_3645,1258,0,0,1,0,1
variant_3646,1682,1,1,1,0,1
variant_3647,1475,0,27,1,0,0
variant_3648,3221,1,60,3,0,0
variant_3649,1245,1573,17,3,1,0
variant_3650,1402,1,0,2,0,0
variant_3651,1013,0,1,0,0,0
variant_3652,1253,0,0,1,1,0
variant_3653,3288,226,1,5,2,0
variant_3654,1052,1,1,0,0,0
variant_3655,1435,1,0,2,2,0
variant_3656,1025,45,34,29,1,1
variant_3657,1062,0,0,0,0,0
variant_3658,35092,3540,1540,695,11,7
variant_3659,16108,3,106,8,3,2
variant_3660,10236,1399,496,14,2,3
variant_3661,12985,4,460,305,6,2
variant_3662,1533,2119,12,3,2,2
variant_3663,2760,2,1,0,0,0
variant_3664,1977,1,1,0,0,0
variant_3665,4292,1031,2,4,2,2
variant_3666,2432,0,3,1,0,0
