,G0,D1.25,D2.25,D3.25,D4.25
variant_901,50,44,19,64,71
variant_902,940,324,59,53,26
variant_903,303,572,467,670,1123
variant_904,602,926,982,1447,1595
variant_905,92,165,139,132,177
variant_906,1294,1113,419,341,329
variant_907,617,373,138,77,74
variant_908,135,124,96,112,57
variant_909,174,2,3,0,0
variant_910,76,2,0,1,6
variant_911,242,335,247,316,294
variant_912,333,9,2,1,5
variant_913,340,613,630,883,1382
variant_914,272,31,2,1,0
variant_915,38,9,0,6,0
variant_916,200,1,4,3,2
variant_917,486,92,12,20,9
variant_918,23,1,1,1,1
variant_919,375,111,54,45,30
variant_920,73,40,39,52,53
variant_921,117,206,95,190,145
variant_922,137,6,0,0,0
variant_923,132,21,0,0,0
variant_924,176,53,19,6,0
variant_925,123,120,122,140,199
variant_926,37,25,35,14,9
variant_927,270,105,51,45,34
variant_928,346,273,301,295,483
variant_929,24,0,0,0,0
variant_930,385,964,958,1293,1741
variant_931,85,21,12,20,12
variant_932,47,9,4,2,5
variant_933,50,0,1,0,0
variant_934,44,31,7,15,14
variant_935,204,21,0,1,2
variant_936,346,344,130,125,82
variant_937,631,143,35,30,10
variant_938,18,0,0,0,2
variant_939,6,1,0,1,1
variant_940,56,10,9,15,21
variant_941,289,237,112,179,158
variant_942,26,0,1,0,0
variant_943,483,1125,898,1399,1480
variant_944,644,52,4,1,2
variant_945,19,4,11,1,17
variant_946,126,177,116,165,173
variant_947,1813,123,7,1,2
variant_948,506,840,876,1032,1241
variant_949,540,213,95,122,68
variant_950,57,10,1,0,2
variant_951,365,310,170,165,135
variant_952,173,150,149,136,125
variant_953,295,142,115,97,50
variant_954,36,0,0,0,0
variant_955,21,3,0,3,2
variant_956,1014,1247,996,1174,1175
variant_957,852,194,50,30,15
variant_958,303,51,25,25,12
variant_959,22,0,0,0,0
variant_960,1374,1240,1189,1512,1406
variant_961,1177,199,84,100,34
variant_962,330,298,271,412,596
variant_963,95,3,0,0,0
variant_964,857,121,20,22,14
variant_965,32,18,11,19,25
variant_966,526,115,6,5,3
variant_967,253,20,0,0,0
variant_968,526,611,626,985,1366
variant_969,1260,98,10,3,6
variant_970,1195,2139,2033,2132,2418
variant_971,3316,974,189,189,168
variant_972,67,78,88,154,210
variant_973,21,0,0,0,4
variant_974,68,8,12,15,16
variant_975,121,30,20,36,30
variant_976,17,0,0,0,0
variant_977,117,17,8,1,1
variant_978,1423,205,5,3,0
variant_979,200,424,485,746,947
variant_980,199,633,793,1172,1569
variant_981,30,12,8,14,12
variant_982,784,1099,778,928,1146
variant_983,33,70,41,50,35
variant_984,527,84,23,19,5
variant_985,23,0,0,0,0
variant_986,82,14,6,14,5
variant_987,14,0,1,0,2
variant_988,359,532,394,618,583
variant_989,105,12,0,1,0
variant_990,615,881,763,1184,1420
variant_991,13,1,0,0,0
variant_992,937,115,29,38,17
variant_993,276,608,693,1005,1300
variant_994,136,10,0,0,0
variant_995,425,563,409,538,622
variant_996,116,116,87,119,162
variant_997,6,1,4,2,0
variant_998,74,20,0,0,1
variant_999,537,870,951,1075,1568
variant_1000,58,0,0,0,0
variant_1001,456,328,175,127,94
variant_1002,347,949,888,1127,1537
variant_1003,32,0,0,0,1
variant_1004,950,649,253,190,118
variant_1005,128,11,4,8,7
variant_1006,380,218,57,38,27
variant_1007,16,0,0,0,0
variant_1008,24,0,6,1,0
variant_1009,660,135,0,0,5
variant_1010,405,653,480,619,794
variant_1011,460,114,32,12,21
variant_1012,824,2296,2195,3061,3853
variant_1013,663,978,875,1372,1466
variant_1014,169,41,6,5,2
variant_1015,53,7,6,6,5
variant_1016,285,147,141,103,135
variant_1017,168,15,3,6,17
variant_1018,1215,1719,1829,2511,3089
variant_1019,579,657,639,755,1129
variant_1020,703,506,282,302,260
variant_1021,33,1,0,0,1
variant_1022,220,369,484,710,948
variant_1023,57,200,177,156,167
variant_1024,10,0,0,0,0
variant_1025,76,5,0,0,2
variant_1026,64,4,2,2,1
variant_1027,186,180,103,47,31
variant_1028,85,108,77,57,56
variant_1029,207,344,359,477,698
variant_1030,27,0,0,0,0
variant_1031,39,0,0,0,0
variant_1032,27,0,0,1,1
variant_1033,2472,1722,950,892,761
variant_1034,270,524,529,651,998
variant_1035,210,21,4,6,6
variant_1036,385,73,72,77,112
variant_1037,259,18,1,0,0
variant_1038,78,2,0,0,0
variant_1039,170,11,1,0,1
variant_1040,493,102,14,33,18
variant_1041,365,179,165,207,255
variant_1042,318,217,118,117,63
variant_1043,597,126,5,6,1
variant_1044,170,62,12,14,13
variant_1045,25,0,0,0,0
variant_1046,382,25,5,15,8
variant_1047,202,8,0,0,1
variant_1048,21,0,0,0,0
variant_1049,1301,273,72,53,44
variant_1050,119,28,12,15,5
variant_1051,564,782,776,994,1627
variant_1052,25,0,5,1,0
variant_1053,226,326,271,427,665
variant_1054,71,128,55,75,78
variant_1055,550,144,14,13,2
variant_1056,60,0,0,1,1
variant_1057,419,38,5,0,3
variant_1058,331,62,19,12,2
variant_1059,33,0,0,0,1
variant_1060,170,27,3,14,5
variant_1061,993,369,102,59,51
variant_1062,902,902,758,883,1244
variant_1063,656,108,91,46,44
variant_1064,351,461,470,617,759
variant_1065,126,319,347,490,674
variant_1066,608,376,77,66,37
variant_1067,633,443,174,193,176
variant_1068,581,770,503,493,453
variant_1069,26,3,2,1,0
variant_1070,31,0,0,0,0
variant_1071,24,0,0,2,0
variant_1072,1020,1347,1283,1510,2323
variant_1073,246,267,155,189,251
variant_1074,1013,236,25,9,16
variant_1075,102,4,5,0,0
variant_1076,92,14,6,10,3
variant_1077,254,132,38,64,72
variant_1078,20,0,0,0,0
variant_1079,52,0,0,0,2
variant_1080,171,42,21,28,13
variant_1081,373,333,98,71,74
variant_1082,197,377,308,311,614
variant_1083,330,153,80,63,58
variant_1084,91,12,8,6,11
variant_1085,986,982,434,323,268
variant_1086,9,0,0,0,0
variant_1087,123,76,33,29,28
variant_1088,298,46,10,9,0
variant_1089,9,0,0,0,0
variant_1090,14,0,0,0,0
variant_1091,311,502,506,613,915
variant_1092,648,150,9,7,5
variant_1093,787,743,680,1040,1075
variant_1094,191,209,204,262,359
variant_1095,387,694,762,963,1295
variant_1096,79,30,19,35,47
variant_1097,233,461,519,593,895
variant_1098,251,158,77,31,30
variant_1099,21,22,16,18,11
variant_1100,132,109,180,225,259
variant_1101,58,35,25,53,59
variant_1102,70,75,94,87,185
variant_1103,1723,1268,405,298,238
variant_1104,375,656,747,836,1383
variant_1105,29,1,0,0,0
variant_1106,302,570,501,643,687
variant_1107,731,137,62,46,24
variant_1108,206,165,137,144,147
variant_1109,16,1,0,0,0
variant_1110,43,0,0,0,0
variant_1111,288,553,478,541,775
variant_1112,172,47,0,4,0
variant_1113,95,78,45,75,69
variant_1114,57,1,3,2,1
variant_1115,722,1135,1186,1623,2028
variant_1116,100,66,29,8,8
variant_1117,38,0,0,0,0
variant_1118,49,0,0,0,1
variant_1119,42,15,8,22,15
variant_1120,243,360,434,644,836
variant_1121,164,67,30,25,26
variant_1122,54,0,0,0,0
variant_1123,277,151,105,118,103
variant_1124,392,641,480,524,931
variant_1125,7,0,0,0,0
variant_1126,62,9,3,2,3
variant_1127,205,79,68,66,64
variant_1128,244,53,10,21,6
variant_1129,16,0,0,0,0
variant_1130,757,1218,1206,1832,2610
variant_1131,49,28,33,39,61
variant_1132,12,1,0,0,0
variant_1133,37,0,0,0,0
variant_1134,104,3,0,1,1
variant_1135,279,584,346,369,537
variant_1136,83,7,4,10,8
variant_1137,16,0,0,0,0
variant_1138,36,1,0,1,0
variant_1139,1374,2232,2126,2773,2795
variant_1140,61,24,25,48,46
variant_1141,9,0,0,0,0
variant_1142,4059,2218,627,438,317
variant_1143,530,220,124,127,63
variant_1144,600,396,166,138,81
variant_1145,271,673,441,710,757
variant_1146,1137,139,9,24,6
variant_1147,108,38,23,24,19
variant_1148,542,173,57,24,8
variant_1149,398,814,867,1517,1839
variant_1150,108,6,0,0,1
variant_1151,229,177,150,153,182
variant_1152,726,142,15,5,1
variant_1153,275,399,133,145,139
variant_1154,8,0,0,0,0
variant_1155,481,250,86,66,41
variant_1156,877,356,27,11,11
variant_1157,817,629,409,528,413
variant_1158,486,57,0,1,0
variant_1159,26,0,0,0,0
variant_1160,36,1,1,0,0
variant_1161,4,0,0,1,0
variant_1162,10,0,0,0,0
variant_1163,37,0,0,0,0
variant_1164,554,230,116,145,114
variant_1165,150,16,14,8,11
variant_1166,297,188,144,272,344
variant_1167,368,19,2,7,8
variant_1168,1453,1011,490,400,303
variant_1169,370,916,917,1249,1839
variant_1170,39,7,6,15,12
variant_1171,569,336,137,197,143
variant_1172,213,279,237,427,633
variant_1173,552,247,192,248,136
variant_1174,62,0,0,1,0
variant_1175,292,380,186,187,130
variant_1176,17,0,0,0,0
variant_1177,1034,851,466,390,290
variant_1178,2128,308,61,80,33
variant_1179,94,110,74,74,77
variant_1180,27,4,0,0,0
variant_1181,547,279,48,25,19
variant_1182,15,0,0,0,0
variant_1183,4859,12544,13188,17699,23453
variant_1184,535,496,290,384,316
variant_1185,560,177,45,42,36
variant_1186,18,0,0,0,0
variant_1187,1547,1903,1333,2045,2690
variant_1188,68,57,64,60,110
variant_1189,472,441,387,432,342
variant_1190,138,58,15,27,7
variant_1191,251,332,353,502,553
variant_1192,644,125,15,29,23
variant_1193,342,810,612,797,1112
variant_1194,93,180,236,303,412
variant_1195,266,82,58,51,47
variant_1196,173,112,60,67,82
variant_1197,50,1,1,1,0
variant_1198,737,259,46,43,23
variant_1199,185,261,180,164,268
variant_1200,253,733,870,1246,1751
variant_1201,20,4,4,2,13
variant_1202,618,526,630,731,674
variant_1203,36,0,0,0,0
variant_1204,109,60,14,28,18
variant_1205,1687,211,45,29,6
variant_1206,266,18,2,4,2
variant_1207,41,5,1,0,0
variant_1208,31,0,0,6,4
variant_1209,208,153,110,130,125
variant_1210,199,182,118,89,101
variant_1211,187,80,80,95,118
variant_1212,299,66,9,5,3
variant_1213,466,67,0,1,0
variant_1214,2441,4679,3563,5413,5358
variant_1215,17,0,0,0,0
variant_1216,142,217,199,220,319
variant_1217,477,59,4,12,4
variant_1218,381,473,349,487,632
variant_1219,52,0,0,0,0
variant_1220,91,1,1,0,1
variant_1221,502,586,280,254,252
variant_1222,348,54,0,1,0
variant_1223,823,440,240,221,215
variant_1224,23,0,0,0,0
variant_1225,696,448,171,148,101
variant_1226,71,9,2,2,0
variant_1227,191,132,142,214,231
variant_1228,210,315,220,379,446
variant_1229,284,13,17,17,10
variant_1230,135,177,219,205,356
variant_1231,90,204,229,321,445
variant_1232,110,15,0,0,0
variant_1233,180,640,620,757,1067
variant_1234,824,1380,1497,2233,2860
variant_1235,10,0,1,0,2
variant_1236,58,182,245,370,506
variant_1237,205,33,1,4,1
variant_1238,65,3,0,0,0
variant_1239,653,1408,997,1094,1415
variant_1240,393,712,680,883,1171
variant_1241,74,12,7,2,2
variant_1242,1240,1386,1134,1487,1694
variant_1243,755,1172,1031,1243,1644
variant_1244,1524,2043,2102,3052,3885
variant_1245,49,7,7,4,0
variant_1246,1052,210,40,25,40
variant_1247,36,38,32,49,40
variant_1248,219,20,0,2,1
variant_1249,8,2,3,4,6
variant_1250,163,180,117,138,156
variant_1251,14,0,0,0,0
variant_1252,76,13,2,0,0
variant_1253,969,1219,1498,1841,2563
variant_1254,252,22,4,8,3
variant_1255,189,316,206,319,257
variant_1256,424,32,3,0,2
variant_1257,351,402,443,699,875
variant_1258,473,749,758,1159,1462
variant_1259,330,159,62,35,42
variant_1260,3,0,0,0,0
variant_1261,25,1,1,0,3
variant_1262,41,34,24,29,36
variant_1263,470,74,15,14,27
variant_1264,18,0,0,0,0
variant_1265,670,1060,885,1311,1462
variant_1266,365,149,48,42,22
variant_1267,587,448,265,168,158
variant_1268,101,41,31,53,69
variant_1269,202,36,0,5,0
variant_1270,682,137,55,39,44
variant_1271,876,175,30,28,28
variant_1272,31,38,28,32,52
variant_1273,543,914,737,888,1105
variant_1274,48,3,1,3,0
variant_1275,353,838,836,1110,1511
variant_1276,32,8,0,1,0
variant_1277,12,2,0,3,2
variant_1278,273,83,39,39,33
variant_1279,364,161,57,42,38
variant_1280,542,673,388,409,462
variant_1281,1404,162,19,11,3
variant_1282,207,9,10,8,5
variant_1283,792,261,81,69,52
variant_1284,899,1403,1435,2343,3058
variant_1285,3940,5365,4476,6498,12205
variant_1286,420,316,74,46,28
variant_1287,62,0,0,1,2
variant_1288,381,469,414,704,681
variant_1289,673,62,9,4,3
variant_1290,22,0,0,0,0
variant_1291,34,6,0,0,0
variant_1292,476,288,157,214,237
variant_1293,506,48,1,1,0
variant_1294,141,41,46,25,18
variant_1295,470,19,12,7,8
variant_1296,505,644,446,479,599
variant_1297,221,427,356,467,730
variant_1298,1567,2599,2368,3335,3676
variant_1299,623,409,116,54,15
variant_1300,374,1518,1211,2113,3313
variant_1301,416,324,339,457,453
variant_1302,124,158,201,287,358
variant_1303,91,28,19,12,9
variant_1304,29,0,0,0,0
variant_1305,122,53,66,104,163
variant_1306,1240,1855,2180,3276,4289
variant_1307,56,4,0,0,0
variant_1308,51,14,4,4,1
variant_1309,42,0,0,0,1
variant_1310,226,38,0,0,0
variant_1311,323,377,412,384,591
variant_1312,103,188,108,118,134
variant_1313,41,7,4,6,2
variant_1314,99,199,140,226,267
variant_1315,998,1275,994,1558,1938
variant_1316,168,87,32,45,32
variant_1317,70,7,4,3,1
variant_1318,407,552,568,561,1068
variant_1319,394,269,243,434,602
variant_1320,234,256,167,228,373
variant_1321,78,45,20,25,19
variant_1322,49,6,4,4,9
variant_1323,195,18,0,2,3
variant_1324,326,33,2,10,4
variant_1325,273,179,116,155,129
variant_1326,601,182,115,126,52
variant_1327,1137,318,70,36,21
variant_1328,1067,1923,2201,2868,3924
variant_1329,246,315,90,50,91
variant_1330,527,1292,1313,1802,2469
variant_1331,149,217,178,202,257
variant_1332,257,536,646,933,1133
variant_1333,92,207,248,298,375
variant_1334,175,14,2,0,2
variant_1335,507,152,26,35,28
variant_1336,289,1027,1021,1206,1437
variant_1337,315,61,28,13,8
variant_1338,504,682,509,727,584
variant_1339,322,226,172,200,208
variant_1340,522,28,6,7,10
variant_1341,1167,492,171,156,128
variant_1342,186,6,1,0,0
variant_1343,342,337,293,459,504
variant_1344,26,0,0,0,0
variant_1345,6,0,0,0,0
variant_1346,58,16,6,9,3
variant_1347,340,148,80,33,52
variant_1348,302,272,229,232,296
variant_1349,289,266,318,489,639
variant_1350,221,70,45,88,48
variant_1351,79,94,92,111,164
variant_1352,196,374,262,278,725
variant_1353,259,110,52,40,24
variant_1354,135,51,61,87,107
variant_1355,85,92,62,81,126
variant_1356,646,363,201,304,418
variant_1357,112,8,3,0,0
variant_1358,29,9,7,10,11
variant_1359,251,27,13,8,6
variant_1360,238,254,155,204,241
variant_1361,271,219,270,514,605
variant_1362,217,66,14,2,5
variant_1363,293,146,68,86,103
variant_1364,454,482,443,951,1028
variant_1365,455,338,254,325,355
variant_1366,183,24,5,2,3
variant_1367,24,8,0,0,0
variant_1368,1003,882,655,918,953
variant_1369,89,69,41,33,22
variant_1370,227,132,35,24,8
variant_1371,289,390,363,454,658
variant_1372,64,5,5,14,7
variant_1373,290,185,158,216,244
variant_1374,854,1005,1215,1507,2102
variant_1375,495,105,26,29,21
variant_1376,28,45,60,64,66
variant_1377,281,64,17,15,11
variant_1378,8,0,0,0,0
variant_1379,23,0,1,0,0
variant_1380,124,27,31,51,53
variant_1381,54,0,0,0,0
variant_1382,178,47,8,10,0
variant_1383,59,22,24,29,32
variant_1384,499,129,23,32,25
variant_1385,63,3,5,1,0
variant_1386,1075,125,4,3,1
variant_1387,85,2,0,0,0
variant_1388,86,106,96,71,85
variant_1389,236,67,15,19,7
variant_1390,140,13,1,0,0
variant_1391,236,97,44,68,46
variant_1392,573,156,25,15,27
variant_1393,1031,2015,2378,2903,3733
variant_1394,245,316,241,287,378
variant_1395,251,29,14,11,9
variant_1396,34,60,44,40,91
variant_1397,66,194,187,460,559
variant_1398,820,975,1006,1638,2059
variant_1399,286,309,115,109,107
variant_1400,814,263,82,60,64
variant_1401,64,63,69,76,80
variant_1402,1008,1561,1344,2086,2371
variant_1403,620,425,87,137,64
variant_1404,537,35,2,0,3
variant_1405,115,124,99,130,159
variant_1406,659,116,45,47,32
variant_1407,15,10,6,3,6
variant_1408,1316,2303,2495,3335,4026
variant_1409,482,326,105,68,61
variant_1410,213,460,255,227,196
variant_1411,252,527,697,779,1052
variant_1412,1137,1947,1614,1895,2246
variant_1413,197,257,251,262,356
variant_1414,133,52,9,8,3
variant_1415,163,28,1,2,0
variant_1416,502,471,233,220,152
variant_1417,133,7,0,0,0
variant_1418,42,0,2,0,6
variant_1419,884,630,316,270,198
variant_1420,63,0,0,0,0
variant_1421,426,341,118,79,87
variant_1422,437,35,0,9,5
variant_1423,1327,2953,2601,3352,4084
variant_1424,148,161,219,275,296
variant_1425,429,299,240,282,332
variant_1426,452,158,47,42,25
variant_1427,755,730,470,445,432
variant_1428,441,885,602,834,1048
variant_1429,546,855,565,451,440
variant_1430,735,708,766,1085,1216
variant_1431,173,9,3,0,1
variant_1432,372,553,514,760,1082
variant_1433,28,0,0,0,0
variant_1434,779,369,129,98,90
variant_1435,207,64,5,6,6
variant_1436,85,2,0,0,0
variant_1437,15,0,0,0,0
variant_1438,301,508,575,867,1195
variant_1439,328,22,0,1,0
variant_1440,435,243,67,38,21
variant_1441,226,176,214,218,302
variant_1442,44,53,25,90,107
variant_1443,1073,216,78,39,18
variant_1444,20,0,2,0,2
variant_1445,160,157,75,94,107
variant_1446,1462,167,31,47,27
variant_1447,491,28,7,6,9
variant_1448,538,513,452,607,945
variant_1449,344,357,420,511,644
variant_1450,43,0,0,0,1
variant_1451,203,441,304,325,221
variant_1452,163,246,254,354,506
variant_1453,70,1,0,0,0
variant_1454,579,897,633,849,810
variant_1455,397,167,63,57,28
variant_1456,2049,1348,782,698,556
variant_1457,68,0,0,0,0
variant_1458,318,10,1,0,0
variant_1459,2689,254,9,4,28
variant_1460,23,0,1,1,0
variant_1461,449,300,106,103,54
variant_1462,140,9,0,0,0
variant_1463,280,16,1,6,3
variant_1464,306,22,6,2,2
variant_1465,689,1052,849,1599,2256
variant_1466,247,255,209,232,308
variant_1467,393,1049,1014,1253,2213
variant_1468,235,264,157,141,63
variant_1469,354,343,135,95,92
variant_1470,99,7,0,2,2
variant_1471,25,2,3,0,0
variant_1472,259,58,1,0,0
variant_1473,50,57,43,48,58
variant_1474,55,25,13,14,13
variant_1475,77,8,8,5,7
variant_1476,24,0,0,0,0
variant_1477,500,206,131,151,112
variant_1478,315,466,334,577,779
variant_1479,42,184,201,234,350
variant_1480,47,12,7,29,28
variant_1481,52,7,0,0,0
variant_1482,1454,2185,1735,3271,4475
variant_1483,1793,314,17,9,5
variant_1484,864,1220,890,955,1246
variant_1485,211,347,459,578,702
variant_1486,743,1761,1413,2211,3186
variant_1487,211,32,9,6,9
variant_1488,45,99,68,53,83
variant_1489,705,1028,987,1413,1479
variant_1490,2672,2170,1856,1860,1883
variant_1491,545,1196,1356,2038,2822
variant_1492,631,863,660,908,1206
variant_1493,430,425,429,524,432
variant_1494,136,10,4,4,1
variant_1495,332,331,171,196,157
variant_1496,25,2,0,0,2
variant_1497,19,0,0,0,0
variant_1498,550,397,83,68,25
variant_1499,161,21,3,5,1
variant_1500,172,320,352,557,799
variant_1501,204,78,34,24,16
variant_1502,145,14,0,0,0
variant_1503,169,148,89,117,138
variant_1504,63,13,7,18,7
variant_1505,405,785,897,1221,1791
variant_1506,124,164,181,179,303
variant_1507,384,158,65,45,33
variant_1508,14,0,0,0,0
variant_1509,87,10,4,4,4
variant_1510,1022,372,108,155,74
variant_1511,148,60,13,6,8
variant_1512,40,0,0,0,0
variant_1513,189,188,199,238,390
variant_1514,237,415,447,669,902
variant_1515,274,359,395,513,495
variant_1516,102,76,108,87,110
variant_1517,59,3,1,2,1
variant_1518,575,837,517,540,439
variant_1519,611,1064,1004,1637,2046
variant_1520,788,74,3,1,1
variant_1521,168,325,630,755,1152
variant_1522,348,475,371,639,808
variant_1523,1129,1477,1506,2323,2882
variant_1524,198,328,278,429,525
variant_1525,8,0,0,0,0
variant_1526,100,118,129,134,283
variant_1527,22,2,0,1,0
variant_1528,127,29,28,20,8
variant_1529,21,1,0,3,1
variant_1530,247,63,9,10,6
variant_1531,223,30,1,0,2
variant_1532,360,85,37,53,19
variant_1533,834,844,382,411,454
variant_1534,765,420,167,161,106
variant_1535,183,22,6,11,4
variant_1536,793,84,24,18,0
variant_1537,360,333,194,187,178
variant_1538,204,32,14,10,7
variant_1539,313,298,304,385,462
variant_1540,582,706,434,471,476
variant_1541,99,264,246,359,405
variant_1542,436,607,810,944,1338
variant_1543,27,0,0,0,0
variant_1544,877,272,37,25,30
variant_1545,729,1063,1293,2153,2521
variant_1546,38,0,0,0,0
variant_1547,417,84,6,8,3
variant_1548,24,0,0,0,0
variant_1549,130,160,152,129,507
variant_1550,47,0,0,0,0
variant_1551,638,290,32,17,8
variant_1552,42,0,0,0,0
variant_1553,51,77,73,131,159
variant_1554,642,508,309,309,177
variant_1555,373,361,269,377,420
variant_1556,344,185,68,86,79
variant_1557,55,53,51,54,69
variant_1558,52,50,28,49,41
variant_1559,116,5,0,1,2
variant_1560,219,342,137,153,182
variant_1561,496,602,503,576,733
variant_1562,674,1241,1173,1523,1854
variant_1563,160,21,4,0,0
variant_1564,177,61,7,9,8
variant_1565,488,869,857,1236,1815
variant_1566,278,698,664,701,1200
variant_1567,331,674,619,795,948
variant_1568,48,1,3,0,0
variant_1569,8,0,0,0,0
